equipmentid,facilityid,areaid,equipmentname,equipmenttype,brand,model,serialnumber,purchasedate,purchaseprice,warrantyexpiry,status
EQ0931,FAC004,AR045,Yoga Mats #20,Studio Equipment,Precor,YogaMats-588,BCD90A8A-AE5,2025-05-27,43,2027-05-27,Active
EQ0932,FAC004,AR045,Yoga Mats #21,Studio Equipment,Bowflex,YogaMats-556,D33F6F97-04D,2024-12-27,25,2025-12-27,Active
EQ0933,FAC004,AR045,Yoga Mats #22,Studio Equipment,Matrix,YogaMats-384,F8074548-F4B,2023-05-06,35,2025-05-05,Active
EQ0934,FAC004,AR045,Yoga Mats #23,Studio Equipment,Schwinn,YogaMats-660,F4ADAB1B-40C,2023-08-15,17,2025-08-14,Active
EQ0935,FAC004,AR045,Yoga Mats #24,Studio Equipment,Technogym,YogaMats-608,6C03A13B-74E,2022-02-07,47,2024-02-07,Out of Service
EQ0936,FAC004,AR045,Yoga Mats #25,Studio Equipment,Life Fitness,YogaMats-517,2354F7DD-36D,2025-01-16,25,2028-01-16,Active
EQ0937,FAC004,AR045,Yoga Mats #26,Studio Equipment,Life Fitness,YogaMats-363,F78A889C-930,2023-02-08,34,2024-02-08,Active
EQ0938,FAC004,AR045,Yoga Mats #27,Studio Equipment,Technogym,YogaMats-320,F02BAFC4-A52,2021-10-13,30,2022-10-13,Active
EQ0939,FAC004,AR045,Yoga Mats #28,Studio Equipment,Schwinn,YogaMats-925,FE9300C7-99D,2022-10-25,46,2025-10-24,Active
EQ0940,FAC004,AR045,Yoga Mats #29,Studio Equipment,Schwinn,YogaMats-547,C83CC219-476,2023-11-14,40,2025-11-13,Maintenance
EQ0941,FAC004,AR045,Yoga Mats #30,Studio Equipment,Technogym,YogaMats-547,4C2009E1-DFD,2021-12-25,44,2023-12-25,Active
EQ0942,FAC004,AR045,Yoga Mats #31,Studio Equipment,Bowflex,YogaMats-331,B3AD6F55-32A,2025-09-01,32,2026-09-01,Active
EQ0943,FAC004,AR045,Yoga Mats #32,Studio Equipment,StairMaster,YogaMats-627,A46D9FEB-2BF,2022-03-13,30,2023-03-13,Active
EQ0944,FAC004,AR045,Yoga Mats #33,Studio Equipment,Technogym,YogaMats-665,F689AE10-DFD,2023-08-22,48,2025-08-21,Active
EQ0945,FAC004,AR045,Yoga Mats #34,Studio Equipment,TRX,YogaMats-959,4ED10FE4-9B0,2025-08-21,43,2028-08-20,Active
EQ0946,FAC004,AR045,Stability Balls #1,Studio Equipment,Cybex,StabilityBalls-466,3E82AA96-26C,2020-11-09,59,2023-11-09,Maintenance
EQ0947,FAC004,AR045,Stability Balls #2,Studio Equipment,Life Fitness,StabilityBalls-372,E94F69E1-2AF,2023-09-03,29,2024-09-02,Active
EQ0948,FAC004,AR045,Stability Balls #3,Studio Equipment,Cybex,StabilityBalls-787,763CD894-D1E,2024-09-26,36,2027-09-26,Active
EQ0949,FAC004,AR045,Stability Balls #4,Studio Equipment,TRX,StabilityBalls-671,55937557-938,2022-01-07,46,2024-01-07,Active
EQ0950,FAC004,AR045,Stability Balls #5,Studio Equipment,StairMaster,StabilityBalls-760,E6526BF4-DE6,2021-06-20,60,2023-06-20,Active
EQ0951,FAC004,AR045,Stability Balls #6,Studio Equipment,Cybex,StabilityBalls-696,3B4C7E38-CB2,2024-11-18,43,2025-11-18,Active
EQ0952,FAC004,AR045,Stability Balls #7,Studio Equipment,Technogym,StabilityBalls-196,4FBE8C2A-892,2024-06-10,50,2026-06-10,Active
EQ0953,FAC004,AR045,Stability Balls #8,Studio Equipment,Bowflex,StabilityBalls-238,E50B865B-EC9,2020-10-19,25,2023-10-19,Active
EQ0954,FAC004,AR045,Stability Balls #9,Studio Equipment,Cybex,StabilityBalls-468,A4595720-E85,2024-03-27,55,2025-03-27,Active
EQ0955,FAC004,AR045,Stability Balls #10,Studio Equipment,Matrix,StabilityBalls-615,BA2BA17C-12E,2023-09-09,45,2024-09-08,Maintenance
EQ0956,FAC004,AR045,Stability Balls #11,Studio Equipment,StairMaster,StabilityBalls-201,BE62DFB8-2C0,2025-03-07,52,2028-03-06,Active
EQ0957,FAC004,AR045,Stability Balls #12,Studio Equipment,Bowflex,StabilityBalls-232,705F30C1-4E8,2024-04-30,59,2026-04-30,Active
EQ0958,FAC004,AR045,Stability Balls #13,Studio Equipment,Precor,StabilityBalls-268,70D0F20F-4A6,2022-11-06,34,2025-11-05,Active
EQ0959,FAC004,AR045,Stability Balls #14,Studio Equipment,Precor,StabilityBalls-858,399E92D7-676,2021-09-15,43,2024-09-14,Maintenance
EQ0960,FAC004,AR045,Stability Balls #15,Studio Equipment,TRX,StabilityBalls-637,340F00AC-D11,2022-03-16,38,2025-03-15,Active
EQ0961,FAC004,AR045,Stability Balls #16,Studio Equipment,Technogym,StabilityBalls-230,B774F69C-D87,2024-03-05,59,2026-03-05,Active
EQ0962,FAC004,AR045,Stability Balls #17,Studio Equipment,Matrix,StabilityBalls-264,FB855719-EA9,2023-01-06,56,2025-01-05,Maintenance
EQ0963,FAC004,AR045,Stability Balls #18,Studio Equipment,TRX,StabilityBalls-337,77A0B896-6E0,2025-01-29,60,2026-01-29,Active
EQ0964,FAC004,AR045,Stability Balls #19,Studio Equipment,NordicTrack,StabilityBalls-414,2C66DB07-050,2022-09-15,24,2024-09-14,Maintenance
EQ0965,FAC004,AR045,Stability Balls #20,Studio Equipment,StairMaster,StabilityBalls-418,2519E333-E16,2022-03-11,59,2023-03-11,Active
EQ0966,FAC004,AR046,Lane Dividers #1,Pool Equipment,Schwinn,LaneDividers-310,BDD16F21-7E9,2022-06-27,216,2024-06-26,Active
EQ0967,FAC004,AR046,Lane Dividers #2,Pool Equipment,Life Fitness,LaneDividers-713,8C6CEA75-85A,2024-05-18,225,2027-05-18,Active
EQ0968,FAC004,AR046,Lane Dividers #3,Pool Equipment,Schwinn,LaneDividers-156,E41BA91C-832,2024-04-06,300,2026-04-06,Active
EQ0969,FAC004,AR046,Lane Dividers #4,Pool Equipment,Cybex,LaneDividers-856,65D180E2-310,2022-10-16,123,2025-10-15,Active
EQ0970,FAC004,AR046,Lane Dividers #5,Pool Equipment,Precor,LaneDividers-418,8FF6599D-105,2020-10-27,188,2021-10-27,Out of Service
EQ0971,FAC004,AR046,Lane Dividers #6,Pool Equipment,Precor,LaneDividers-907,73E0AEB6-993,2021-01-23,139,2024-01-23,Active
EQ0972,FAC004,AR046,Lane Dividers #7,Pool Equipment,TRX,LaneDividers-470,93A8F33A-39C,2022-02-10,141,2023-02-10,Active
EQ0973,FAC004,AR046,Pool Vacuum #1,Pool Equipment,Life Fitness,PoolVacuum-157,9F4AC62B-738,2024-05-01,1063,2025-05-01,Active
EQ0974,FAC004,AR046,Water Testing Kit #1,Pool Equipment,Bowflex,WaterTestingKit-499,E408E772-8E0,2023-09-14,218,2025-09-13,Maintenance
EQ0975,FAC004,AR046,Water Testing Kit #2,Pool Equipment,Life Fitness,WaterTestingKit-782,9DF10617-D81,2024-12-31,209,2026-12-31,Active
EQ0976,FAC004,AR046,Water Testing Kit #3,Pool Equipment,Schwinn,WaterTestingKit-484,887A7C89-E4B,2023-10-29,188,2024-10-28,Active
EQ0977,FAC005,AR048,Dumbbells #1,Free Weights,Cybex,Dumbbells-101,B7A97A7C-2DD,2022-07-05,58,2024-07-04,Active
EQ0978,FAC005,AR048,Dumbbells #2,Free Weights,Life Fitness,Dumbbells-388,C232D625-FD4,2022-07-06,62,2023-07-06,Active
EQ0979,FAC005,AR048,Dumbbells #3,Free Weights,Schwinn,Dumbbells-242,A4D57C92-7C5,2024-01-24,180,2026-01-23,Active
EQ0980,FAC005,AR048,Dumbbells #4,Free Weights,Life Fitness,Dumbbells-992,503C530F-0A2,2022-06-25,59,2024-06-24,Active
EQ0981,FAC005,AR048,Dumbbells #5,Free Weights,Precor,Dumbbells-372,F18861E9-711,2023-01-09,137,2026-01-08,Active
EQ0982,FAC005,AR048,Dumbbells #6,Free Weights,Precor,Dumbbells-998,C8CB8119-BF5,2022-07-16,62,2024-07-15,Active
EQ0983,FAC005,AR048,Dumbbells #7,Free Weights,StairMaster,Dumbbells-896,9DC9D338-6F6,2021-09-24,183,2023-09-24,Active
EQ0984,FAC005,AR048,Dumbbells #8,Free Weights,NordicTrack,Dumbbells-937,C34F15F2-BE0,2022-11-14,194,2024-11-13,Active
EQ0985,FAC005,AR048,Dumbbells #9,Free Weights,TRX,Dumbbells-657,101AC3B7-2C5,2021-06-30,157,2022-06-30,Active
EQ0986,FAC005,AR048,Dumbbells #10,Free Weights,Cybex,Dumbbells-759,C83B5F6F-E93,2021-02-20,141,2023-02-20,Active
EQ0987,FAC005,AR048,Dumbbells #11,Free Weights,StairMaster,Dumbbells-846,49B76771-118,2023-04-18,117,2025-04-17,Maintenance
EQ0988,FAC005,AR048,Dumbbells #12,Free Weights,Bowflex,Dumbbells-361,9D80C3A3-7D7,2022-03-26,167,2025-03-25,Active
EQ0989,FAC005,AR048,Dumbbells #13,Free Weights,NordicTrack,Dumbbells-430,6799CCDC-993,2023-01-27,148,2026-01-26,Active
EQ0990,FAC005,AR048,Dumbbells #14,Free Weights,Matrix,Dumbbells-181,06E57979-97E,2020-11-15,145,2021-11-15,Active
EQ0991,FAC005,AR048,Dumbbells #15,Free Weights,Life Fitness,Dumbbells-691,648E5BD7-48F,2024-05-01,63,2027-05-01,Active
EQ0992,FAC005,AR048,Dumbbells #16,Free Weights,Technogym,Dumbbells-884,4F93968F-CDE,2025-07-27,115,2028-07-26,Active
EQ0993,FAC005,AR048,Dumbbells #17,Free Weights,Life Fitness,Dumbbells-502,DFD3214B-4A3,2025-01-24,136,2028-01-24,Active
EQ0994,FAC005,AR048,Dumbbells #18,Free Weights,Precor,Dumbbells-699,F1307300-911,2021-03-05,147,2023-03-05,Active
EQ0995,FAC005,AR048,Dumbbells #19,Free Weights,Technogym,Dumbbells-237,6EE40F16-1F0,2023-09-07,148,2025-09-06,Active
EQ0996,FAC005,AR048,Dumbbells #20,Free Weights,Bowflex,Dumbbells-158,DFDD8C20-BE2,2025-07-15,165,2028-07-14,Active
EQ0997,FAC005,AR048,Dumbbells #21,Free Weights,Cybex,Dumbbells-408,A8D747A1-524,2024-03-16,76,2027-03-16,Active
EQ0998,FAC005,AR048,Dumbbells #22,Free Weights,TRX,Dumbbells-490,9CFDF494-04B,2020-11-30,65,2023-11-30,Active
EQ0999,FAC005,AR048,Dumbbells #23,Free Weights,StairMaster,Dumbbells-794,45EA6748-687,2024-11-04,124,2026-11-04,Active
EQ1000,FAC005,AR048,Dumbbells #24,Free Weights,Cybex,Dumbbells-975,F9F0310F-2A5,2022-04-13,80,2024-04-12,Active
EQ1001,FAC005,AR048,Dumbbells #25,Free Weights,Schwinn,Dumbbells-776,16D92C87-C02,2023-03-15,145,2024-03-14,Active
EQ1002,FAC005,AR048,Dumbbells #26,Free Weights,Precor,Dumbbells-999,0ED0AD64-E25,2021-12-03,115,2023-12-03,Out of Service
EQ1003,FAC005,AR048,Dumbbells #27,Free Weights,Bowflex,Dumbbells-118,5D9331CD-BA9,2025-07-23,86,2027-07-23,Active
EQ1004,FAC005,AR048,Dumbbells #28,Free Weights,StairMaster,Dumbbells-866,F4AD0603-B1E,2022-10-12,116,2025-10-11,Active
EQ1005,FAC005,AR048,Dumbbells #29,Free Weights,Precor,Dumbbells-174,8A9F9941-449,2025-02-09,90,2028-02-09,Active
EQ1006,FAC005,AR048,Dumbbells #30,Free Weights,Schwinn,Dumbbells-537,51527B11-23F,2023-03-21,192,2026-03-20,Out of Service
EQ1007,FAC005,AR048,Dumbbells #31,Free Weights,Life Fitness,Dumbbells-398,FEA54A8F-C51,2020-12-10,160,2021-12-10,Active
EQ1008,FAC005,AR048,Dumbbells #32,Free Weights,TRX,Dumbbells-957,705EB763-05A,2022-08-02,186,2025-08-01,Active
EQ1009,FAC005,AR048,Dumbbells #33,Free Weights,TRX,Dumbbells-929,66DC0971-991,2022-02-22,142,2023-02-22,Active
EQ1010,FAC005,AR048,Dumbbells #34,Free Weights,Cybex,Dumbbells-892,B85EA6C5-3C5,2023-10-29,200,2025-10-28,Active
EQ1011,FAC005,AR048,Dumbbells #35,Free Weights,NordicTrack,Dumbbells-814,C16BBCDF-B4A,2020-10-13,58,2021-10-13,Active
EQ1012,FAC005,AR048,Dumbbells #36,Free Weights,Bowflex,Dumbbells-637,C5A4DF03-77C,2021-07-02,56,2023-07-02,Active
EQ1013,FAC005,AR048,Dumbbells #37,Free Weights,Matrix,Dumbbells-611,0ED9D5F1-867,2023-11-26,58,2026-11-25,Active
EQ1014,FAC005,AR048,Kettlebells #1,Free Weights,NordicTrack,Kettlebells-868,40CE0F3A-B2D,2022-03-19,104,2025-03-18,Out of Service
EQ1015,FAC005,AR048,Kettlebells #2,Free Weights,StairMaster,Kettlebells-448,128BBB98-2D2,2023-07-01,57,2026-06-30,Active
EQ1016,FAC005,AR048,Kettlebells #3,Free Weights,Bowflex,Kettlebells-995,307C0423-257,2022-06-05,112,2023-06-05,Maintenance
EQ1017,FAC005,AR048,Kettlebells #4,Free Weights,StairMaster,Kettlebells-629,FF504F77-00C,2023-12-15,100,2026-12-14,Active
EQ1018,FAC005,AR048,Kettlebells #5,Free Weights,Bowflex,Kettlebells-261,302CC702-5F4,2024-04-11,30,2026-04-11,Active
EQ1019,FAC005,AR048,Kettlebells #6,Free Weights,Technogym,Kettlebells-869,9EA968D4-4F7,2020-12-29,147,2023-12-29,Out of Service
EQ1020,FAC005,AR048,Kettlebells #7,Free Weights,Bowflex,Kettlebells-519,7960ADCC-687,2025-04-01,88,2026-04-01,Active
EQ1021,FAC005,AR048,Kettlebells #8,Free Weights,Schwinn,Kettlebells-553,4C566EF4-CF1,2024-04-19,80,2025-04-19,Active
EQ1022,FAC005,AR048,Kettlebells #9,Free Weights,NordicTrack,Kettlebells-520,4389FD66-658,2023-05-26,32,2025-05-25,Active
EQ1023,FAC005,AR048,Kettlebells #10,Free Weights,Life Fitness,Kettlebells-407,61784ED2-76A,2024-07-12,91,2025-07-12,Active
EQ1024,FAC005,AR048,Kettlebells #11,Free Weights,Precor,Kettlebells-744,48A16AC1-1BD,2022-03-27,114,2023-03-27,Active
EQ1025,FAC005,AR048,Kettlebells #12,Free Weights,Matrix,Kettlebells-330,C69074F4-9DE,2023-02-23,59,2026-02-22,Active
EQ1026,FAC005,AR048,Kettlebells #13,Free Weights,StairMaster,Kettlebells-945,0CFF5F90-7DA,2025-08-18,58,2026-08-18,Active
EQ1027,FAC005,AR048,Kettlebells #14,Free Weights,Schwinn,Kettlebells-427,23842A11-8A9,2021-05-10,52,2023-05-10,Active
EQ1028,FAC005,AR048,Kettlebells #15,Free Weights,Cybex,Kettlebells-329,F98B76DE-6A2,2024-04-18,77,2026-04-18,Active
EQ1029,FAC005,AR048,Kettlebells #16,Free Weights,Technogym,Kettlebells-665,C8CAB1E3-259,2020-10-28,139,2022-10-28,Maintenance
EQ1030,FAC005,AR048,Kettlebells #17,Free Weights,NordicTrack,Kettlebells-470,B48312EC-81A,2025-07-07,111,2028-07-06,Active
EQ1031,FAC005,AR048,Kettlebells #18,Free Weights,Precor,Kettlebells-516,35CCA6F3-76B,2022-07-10,140,2025-07-09,Active
EQ1032,FAC005,AR048,Medicine Balls #1,Free Weights,TRX,MedicineBalls-235,8ECFB594-185,2024-07-10,74,2026-07-10,Active
EQ1033,FAC005,AR048,Medicine Balls #2,Free Weights,Technogym,MedicineBalls-690,8B863102-702,2022-01-29,49,2023-01-29,Active
EQ1034,FAC005,AR048,Medicine Balls #3,Free Weights,Precor,MedicineBalls-545,48F58ABD-D85,2025-04-24,64,2028-04-23,Active
EQ1035,FAC005,AR048,Medicine Balls #4,Free Weights,Cybex,MedicineBalls-745,BCD257B1-E34,2023-05-09,100,2026-05-08,Active
EQ1036,FAC005,AR048,Medicine Balls #5,Free Weights,StairMaster,MedicineBalls-425,02C6F611-2CD,2021-09-05,37,2024-09-04,Out of Service
EQ1037,FAC005,AR048,Medicine Balls #6,Free Weights,Schwinn,MedicineBalls-673,5F192298-9D1,2022-06-27,89,2025-06-26,Active
EQ1038,FAC005,AR048,Medicine Balls #7,Free Weights,Schwinn,MedicineBalls-808,EF4DFCDA-488,2025-09-20,60,2026-09-20,Active
EQ1039,FAC005,AR048,Medicine Balls #8,Free Weights,Schwinn,MedicineBalls-121,B15AB1E6-A84,2025-04-20,82,2027-04-20,Active
EQ1040,FAC005,AR048,Medicine Balls #9,Free Weights,Life Fitness,MedicineBalls-187,3B3F7E27-D85,2022-02-26,51,2024-02-26,Active
EQ1041,FAC005,AR048,Medicine Balls #10,Free Weights,Cybex,MedicineBalls-661,4686CFC7-081,2023-05-28,68,2026-05-27,Active
EQ1042,FAC005,AR048,Medicine Balls #11,Free Weights,TRX,MedicineBalls-237,2C1DC72B-6B6,2025-08-16,77,2026-08-16,Out of Service
EQ1043,FAC005,AR048,Resistance Bands #1,Free Weights,Cybex,ResistanceBands-735,9ED7387C-E0C,2023-10-31,41,2025-10-30,Active
EQ1044,FAC005,AR048,Resistance Bands #2,Free Weights,Schwinn,ResistanceBands-876,D3014EE1-448,2022-11-20,14,2024-11-19,Active
EQ1045,FAC005,AR048,Resistance Bands #3,Free Weights,Precor,ResistanceBands-361,90E252A5-E19,2022-01-05,40,2023-01-05,Maintenance
EQ1046,FAC005,AR048,Resistance Bands #4,Free Weights,Cybex,ResistanceBands-526,A44504D9-90A,2023-03-28,30,2026-03-27,Active
EQ1047,FAC005,AR048,Resistance Bands #5,Free Weights,TRX,ResistanceBands-921,29CBD704-F0B,2023-07-03,18,2026-07-02,Active
EQ1048,FAC005,AR048,Resistance Bands #6,Free Weights,Bowflex,ResistanceBands-126,22F1386A-5BE,2022-01-27,13,2025-01-26,Active
EQ1049,FAC005,AR048,Resistance Bands #7,Free Weights,Schwinn,ResistanceBands-170,4DE9F0E6-E1B,2023-12-08,22,2026-12-07,Active
EQ1050,FAC005,AR048,Resistance Bands #8,Free Weights,Technogym,ResistanceBands-514,7768DEDA-E70,2021-10-11,13,2023-10-11,Active
EQ1051,FAC005,AR048,Resistance Bands #9,Free Weights,Precor,ResistanceBands-837,4FC45DC8-C63,2024-05-13,33,2027-05-13,Active
EQ1052,FAC005,AR048,Resistance Bands #10,Free Weights,Technogym,ResistanceBands-969,0FE7C832-EE8,2024-01-15,10,2025-01-14,Active
EQ1053,FAC005,AR048,Resistance Bands #11,Free Weights,Bowflex,ResistanceBands-450,30A8E28E-074,2021-02-09,36,2023-02-09,Active
EQ1054,FAC005,AR048,Resistance Bands #12,Free Weights,Matrix,ResistanceBands-810,DE0E4C6D-C7B,2021-02-06,17,2022-02-06,Active
EQ1055,FAC005,AR048,Resistance Bands #13,Free Weights,Precor,ResistanceBands-834,CFFAA29E-A24,2020-11-10,26,2021-11-10,Active
EQ1056,FAC005,AR048,Resistance Bands #14,Free Weights,Bowflex,ResistanceBands-113,1CA152E2-0F6,2021-10-31,44,2024-10-30,Active
EQ1057,FAC005,AR048,Resistance Bands #15,Free Weights,Precor,ResistanceBands-400,4FAFD86F-0B6,2025-01-19,44,2026-01-19,Active
EQ1058,FAC005,AR048,Resistance Bands #16,Free Weights,Schwinn,ResistanceBands-353,3E275274-E2E,2021-04-27,37,2024-04-26,Active
EQ1059,FAC005,AR048,Resistance Bands #17,Free Weights,Technogym,ResistanceBands-126,9D04E5A9-954,2024-07-29,39,2025-07-29,Active
EQ1060,FAC005,AR048,Resistance Bands #18,Free Weights,StairMaster,ResistanceBands-565,374F0AA4-1D5,2022-08-25,38,2024-08-24,Active
EQ1061,FAC005,AR048,Resistance Bands #19,Free Weights,NordicTrack,ResistanceBands-945,97217F4A-4FF,2021-05-19,23,2023-05-19,Active
EQ1062,FAC005,AR048,Resistance Bands #20,Free Weights,Technogym,ResistanceBands-808,E68A24BC-8FD,2023-07-25,13,2025-07-24,Active
EQ1063,FAC005,AR048,Resistance Bands #21,Free Weights,Life Fitness,ResistanceBands-513,DBC2BDC9-3CB,2024-06-01,16,2026-06-01,Active
EQ1064,FAC005,AR048,Resistance Bands #22,Free Weights,Cybex,ResistanceBands-971,FC0C434F-7B1,2020-11-28,10,2022-11-28,Maintenance
EQ1065,FAC005,AR048,Resistance Bands #23,Free Weights,TRX,ResistanceBands-555,008369D6-14E,2025-03-26,37,2027-03-26,Active
EQ1066,FAC005,AR048,Resistance Bands #24,Free Weights,Cybex,ResistanceBands-200,C991C524-BDE,2025-04-10,48,2028-04-09,Active
EQ1067,FAC005,AR048,Resistance Bands #25,Free Weights,Precor,ResistanceBands-871,0474B86F-FCE,2023-03-29,16,2026-03-28,Active
EQ1068,FAC005,AR048,Resistance Bands #26,Free Weights,StairMaster,ResistanceBands-634,684B506B-136,2020-11-22,22,2022-11-22,Active
EQ1069,FAC005,AR048,Resistance Bands #27,Free Weights,Technogym,ResistanceBands-408,70905405-D09,2021-03-11,23,2024-03-10,Active
EQ1070,FAC005,AR048,Resistance Bands #28,Free Weights,TRX,ResistanceBands-385,95F12959-BC7,2022-04-07,16,2024-04-06,Maintenance
EQ1071,FAC005,AR048,Resistance Bands #29,Free Weights,StairMaster,ResistanceBands-822,FFD6C0B1-349,2025-02-05,49,2027-02-05,Active
EQ1072,FAC005,AR048,Resistance Bands #30,Free Weights,StairMaster,ResistanceBands-985,7AAADA25-81E,2024-05-16,43,2026-05-16,Active
EQ1073,FAC005,AR048,Resistance Bands #31,Free Weights,StairMaster,ResistanceBands-741,976D52EA-DF0,2022-11-22,41,2025-11-21,Active
EQ1074,FAC005,AR048,Resistance Bands #32,Free Weights,Life Fitness,ResistanceBands-193,7A6E859B-147,2022-10-11,27,2023-10-11,Active
EQ1075,FAC005,AR048,Resistance Bands #33,Free Weights,Bowflex,ResistanceBands-319,0941DBF9-2B3,2024-01-02,12,2026-01-01,Active
EQ1076,FAC005,AR048,Resistance Bands #34,Free Weights,Technogym,ResistanceBands-473,06304CBD-C7B,2021-10-21,33,2022-10-21,Active
EQ1077,FAC005,AR049,Treadmill #1,Cardio,TRX,Treadmill-246,35461652-0A2,2024-02-15,5000,2026-02-14,Out of Service
EQ1078,FAC005,AR049,Treadmill #2,Cardio,StairMaster,Treadmill-184,C47CBAB7-FA8,2021-08-03,5265,2023-08-03,Maintenance
EQ1079,FAC005,AR049,Treadmill #3,Cardio,Life Fitness,Treadmill-313,CAB25846-369,2023-09-10,6254,2026-09-09,Active
EQ1080,FAC005,AR049,Treadmill #4,Cardio,Precor,Treadmill-717,BC9EAD3D-C7E,2024-05-20,3731,2025-05-20,Active
EQ1081,FAC005,AR049,Treadmill #5,Cardio,StairMaster,Treadmill-773,67C4CF75-B87,2020-10-21,4930,2022-10-21,Active
EQ1082,FAC005,AR049,Treadmill #6,Cardio,Schwinn,Treadmill-587,2306C3B8-6E6,2021-09-28,6481,2022-09-28,Active
EQ1083,FAC005,AR049,Treadmill #7,Cardio,Bowflex,Treadmill-528,91898002-245,2023-06-27,3818,2026-06-26,Active
EQ1084,FAC005,AR049,Treadmill #8,Cardio,NordicTrack,Treadmill-989,337DFE97-E74,2025-03-29,6342,2028-03-28,Active
EQ1085,FAC005,AR049,Treadmill #9,Cardio,Schwinn,Treadmill-727,E38988AB-34F,2023-05-26,7207,2024-05-25,Active
EQ1086,FAC005,AR049,Treadmill #10,Cardio,Life Fitness,Treadmill-346,AC01EAD5-D54,2024-04-18,3540,2027-04-18,Active
EQ1087,FAC005,AR049,Treadmill #11,Cardio,TRX,Treadmill-460,FD47D7D4-A79,2025-04-19,4162,2026-04-19,Active
EQ1088,FAC005,AR049,Treadmill #12,Cardio,Schwinn,Treadmill-448,8969A96C-D4B,2020-12-08,4947,2022-12-08,Active
EQ1089,FAC005,AR049,Treadmill #13,Cardio,Life Fitness,Treadmill-690,A6634AAE-2C3,2021-03-30,4520,2024-03-29,Active
EQ1090,FAC005,AR049,Treadmill #14,Cardio,Cybex,Treadmill-611,0C9D8BF4-5AD,2021-08-06,6158,2024-08-05,Active
EQ1091,FAC005,AR049,Elliptical #1,Cardio,Life Fitness,Elliptical-534,584314D7-8CA,2025-04-04,3331,2027-04-04,Active
EQ1092,FAC005,AR049,Elliptical #2,Cardio,Cybex,Elliptical-553,E8061C9A-47D,2021-10-19,3097,2022-10-19,Active
EQ1093,FAC005,AR049,Elliptical #3,Cardio,TRX,Elliptical-481,7294EC86-D96,2022-12-24,5508,2023-12-24,Active
EQ1094,FAC005,AR049,Elliptical #4,Cardio,Matrix,Elliptical-411,F3F9F922-50A,2024-08-11,3556,2025-08-11,Active
EQ1095,FAC005,AR049,Elliptical #5,Cardio,TRX,Elliptical-501,93048A08-97C,2022-02-01,4387,2025-01-31,Active
EQ1096,FAC005,AR049,Elliptical #6,Cardio,Cybex,Elliptical-711,0834BB1A-27B,2024-09-15,5103,2027-09-15,Active
EQ1097,FAC005,AR049,Elliptical #7,Cardio,Bowflex,Elliptical-971,DBD8AB5B-843,2023-05-09,5115,2025-05-08,Active
EQ1098,FAC005,AR049,Elliptical #8,Cardio,Schwinn,Elliptical-724,9BE294B9-E05,2025-05-21,5687,2028-05-20,Active
EQ1099,FAC005,AR049,Stationary Bike #1,Cardio,StairMaster,StationaryBike-730,0C5750D3-9D3,2025-09-26,2055,2026-09-26,Active
EQ1100,FAC005,AR049,Stationary Bike #2,Cardio,NordicTrack,StationaryBike-200,AC773FC9-A5F,2021-03-11,2170,2024-03-10,Active
EQ1101,FAC005,AR049,Stationary Bike #3,Cardio,Schwinn,StationaryBike-611,59D1F3E2-3AD,2023-11-29,3737,2024-11-28,Active
EQ1102,FAC005,AR049,Stationary Bike #4,Cardio,Precor,StationaryBike-701,42E319AE-D7F,2024-04-29,3185,2025-04-29,Active
EQ1103,FAC005,AR049,Stationary Bike #5,Cardio,Technogym,StationaryBike-697,38CDC753-53A,2023-04-25,2684,2026-04-24,Maintenance
EQ1104,FAC005,AR049,Stationary Bike #6,Cardio,Technogym,StationaryBike-709,4AB88FAF-7BA,2024-11-09,2516,2026-11-09,Active
EQ1105,FAC005,AR049,Stationary Bike #7,Cardio,StairMaster,StationaryBike-578,9529A48D-F50,2024-01-05,2754,2025-01-04,Active
EQ1106,FAC005,AR049,Stationary Bike #8,Cardio,Matrix,StationaryBike-651,EC39CF85-939,2022-10-21,1951,2023-10-21,Active
EQ1107,FAC005,AR049,Stationary Bike #9,Cardio,Life Fitness,StationaryBike-933,FB54D6F4-7F1,2023-01-09,3793,2025-01-08,Active
EQ1108,FAC005,AR049,Stationary Bike #10,Cardio,TRX,StationaryBike-916,7AE61A71-DCF,2025-09-09,2163,2028-09-08,Active
EQ1109,FAC005,AR049,Stationary Bike #11,Cardio,StairMaster,StationaryBike-250,F7A15D02-451,2021-07-19,1957,2024-07-18,Active
EQ1110,FAC005,AR049,Stationary Bike #12,Cardio,Bowflex,StationaryBike-154,28341637-8A0,2024-10-11,2077,2025-10-11,Maintenance
EQ1111,FAC005,AR049,Stationary Bike #13,Cardio,Precor,StationaryBike-113,3516916D-674,2023-02-03,3814,2026-02-02,Out of Service
EQ1112,FAC005,AR049,Stationary Bike #14,Cardio,Schwinn,StationaryBike-564,7277A16B-814,2022-11-18,2166,2024-11-17,Active
EQ1113,FAC005,AR049,Rowing Machine #1,Cardio,NordicTrack,RowingMachine-330,AC3FDF1C-CD3,2022-08-07,1524,2023-08-07,Active
EQ1114,FAC005,AR049,Rowing Machine #2,Cardio,Matrix,RowingMachine-331,5C8DFB37-F3D,2025-01-12,1369,2027-01-12,Active
EQ1115,FAC005,AR049,Rowing Machine #3,Cardio,Life Fitness,RowingMachine-251,246D9309-068,2020-09-28,1062,2021-09-28,Active
