paymentid,memberid,membershipid,amount,paymentdate,paymentmethod,transactionid,paymenttype,status,processeddate
PAY00000928,MEM000626,MS0000809,119.98,2024-02-23,Credit Card,TXN249688492,Membership + Registration,Completed,2024-02-23
PAY00000929,MEM000627,MS0000810,59.99,2021-08-05,Cash,TXN858938748,Membership + Registration,Completed,2021-08-05
PAY00000930,MEM000628,MS0000811,119.98,2021-09-26,Credit Card,TXN414658230,Membership + Registration,Completed,2021-09-26
PAY00000931,MEM000629,MS0000812,119.98,2025-09-06,Debit Card,TXN730228843,Membership + Registration,Completed,2025-09-06
PAY00000932,MEM000629,MS0000813,119.98,2026-01-02,Debit Card,TXN909128421,Membership + Registration,Completed,2026-01-02
PAY00000933,MEM000630,MS0000814,119.98,2024-01-19,Credit Card,TXN895275057,Membership + Registration,Completed,2024-01-19
PAY00000934,MEM000631,MS0000815,229.98,2025-09-05,Credit Card,TXN384092652,Membership + Registration,Completed,2025-09-05
PAY00000935,MEM000631,MS0000816,89.98,2025-12-23,Bank Transfer,TXN197917989,Membership + Registration,Completed,2025-12-23
PAY00000936,MEM000632,MS0000817,229.98,2022-08-27,Bank Transfer,TXN849709214,Membership + Registration,Completed,2022-08-27
PAY00000937,MEM000633,MS0000818,54.99,2023-07-22,Credit Card,TXN277347923,Monthly Membership,Completed,2023-07-22
PAY00000938,MEM000633,MS0000819,58.33,2023-08-27,Credit Card,TXN566061688,Monthly Membership,Pending,2023-08-30
PAY00000939,MEM000633,MS0000819,58.33,2024-02-23,Debit Card,TXN862584861,Monthly Membership,Completed,2024-02-23
PAY00000940,MEM000633,MS0000820,89.98,2024-10-16,Credit Card,TXN601424163,Membership + Registration,Completed,2024-10-16
PAY00000941,MEM000634,MS0000821,54.99,2022-03-15,Credit Card,TXN361654890,Monthly Membership,Completed,2022-03-15
PAY00000942,MEM000634,MS0000822,58.33,2022-05-15,Credit Card,TXN121356233,Monthly Membership,Completed,2022-05-15
PAY00000943,MEM000635,MS0000823,89.98,2025-02-15,Credit Card,TXN567586338,Membership + Registration,Completed,2025-02-15
PAY00000944,MEM000636,MS0000824,58.33,2020-12-25,Check,TXN187358373,Monthly Membership,Completed,2020-12-25
PAY00000945,MEM000636,MS0000824,58.33,2021-06-23,Debit Card,TXN830882811,Monthly Membership,Completed,2021-06-23
PAY00000946,MEM000636,MS0000825,54.99,2022-01-22,Credit Card,TXN855424786,Monthly Membership,Failed,2022-01-26
PAY00000947,MEM000637,MS0000826,58.33,2022-11-09,Credit Card,TXN389488901,Monthly Membership,Completed,2022-11-09
PAY00000948,MEM000637,MS0000826,58.33,2023-03-09,Bank Transfer,TXN107052727,Monthly Membership,Completed,2023-03-09
PAY00000949,MEM000637,MS0000826,58.33,2023-07-07,Debit Card,TXN392313392,Monthly Membership,Completed,2023-07-07
PAY00000950,MEM000638,MS0000827,119.98,2022-03-10,Credit Card,TXN491779489,Membership + Registration,Completed,2022-03-10
PAY00000951,MEM000639,MS0000828,54.99,2025-04-27,Debit Card,TXN405063049,Monthly Membership,Completed,2025-04-27
PAY00000952,MEM000639,MS0000829,58.33,2025-06-10,Credit Card,TXN177209117,Monthly Membership,Completed,2025-06-10
PAY00000953,MEM000639,MS0000829,58.33,2025-10-08,Credit Card,TXN592125253,Monthly Membership,Completed,2025-10-08
PAY00000954,MEM000639,MS0000829,58.33,2026-02-05,Credit Card,TXN461857312,Monthly Membership,Completed,2026-02-05
PAY00000955,MEM000640,MS0000830,89.98,2021-10-09,Credit Card,TXN716951704,Membership + Registration,Completed,2021-10-09
PAY00000956,MEM000641,MS0000831,59.99,2023-03-26,Credit Card,TXN881522918,Membership + Registration,Completed,2023-03-26
PAY00000957,MEM000641,MS0000832,59.99,2023-05-09,Credit Card,TXN695805266,Membership + Registration,Completed,2023-05-09
PAY00000958,MEM000642,MS0000833,119.98,2021-04-19,Bank Transfer,TXN379885933,Membership + Registration,Completed,2021-04-19
PAY00000959,MEM000643,MS0000834,89.98,2025-01-10,Credit Card,TXN860860769,Membership + Registration,Completed,2025-01-10
PAY00000960,MEM000644,MS0000835,59.99,2024-10-07,Credit Card,TXN532235302,Membership + Registration,Completed,2024-10-07
PAY00000961,MEM000645,MS0000836,59.99,2022-03-04,Credit Card,TXN331888831,Membership + Registration,Completed,2022-03-04
PAY00000962,MEM000645,MS0000837,59.99,2022-05-20,Credit Card,TXN927983070,Membership + Registration,Completed,2022-05-20
PAY00000963,MEM000646,MS0000838,59.99,2025-02-05,Debit Card,TXN538028483,Membership + Registration,Completed,2025-02-05
PAY00000964,MEM000647,MS0000839,119.98,2021-01-04,Bank Transfer,TXN906527922,Membership + Registration,Completed,2021-01-04
PAY00000965,MEM000648,MS0000840,89.98,2024-06-23,Credit Card,TXN745772788,Membership + Registration,Completed,2024-06-23
PAY00000966,MEM000649,MS0000841,119.98,2021-11-24,Credit Card,TXN365101657,Membership + Registration,Completed,2021-11-24
PAY00000967,MEM000650,MS0000842,119.98,2024-08-01,Debit Card,TXN699478336,Membership + Registration,Completed,2024-08-01
PAY00000968,MEM000651,MS0000843,59.99,2025-05-10,Credit Card,TXN157681917,Membership + Registration,Completed,2025-05-10
PAY00000969,MEM000651,MS0000844,89.98,2025-07-02,Debit Card,TXN796001912,Membership + Registration,Completed,2025-07-02
PAY00000970,MEM000652,MS0000845,59.99,2022-12-14,Credit Card,TXN632225716,Membership + Registration,Completed,2022-12-14
PAY00000971,MEM000653,MS0000846,119.98,2024-11-25,Credit Card,TXN781861843,Membership + Registration,Completed,2024-11-25
PAY00000972,MEM000654,MS0000847,119.98,2024-05-20,Credit Card,TXN355924872,Membership + Registration,Completed,2024-05-20
PAY00000973,MEM000654,MS0000848,54.99,2024-06-29,Bank Transfer,TXN712359172,Monthly Membership,Completed,2024-06-29
PAY00000974,MEM000655,MS0000849,119.98,2024-11-19,Credit Card,TXN137309496,Membership + Registration,Completed,2024-11-19
PAY00000975,MEM000655,MS0000850,89.98,2025-03-16,Debit Card,TXN888998130,Membership + Registration,Completed,2025-03-16
PAY00000976,MEM000656,MS0000851,119.98,2021-04-07,Bank Transfer,TXN555269286,Membership + Registration,Completed,2021-04-07
PAY00000977,MEM000657,MS0000852,89.98,2024-07-04,Debit Card,TXN978477513,Membership + Registration,Completed,2024-07-04
PAY00000978,MEM000658,MS0000853,89.98,2024-04-19,Credit Card,TXN458370644,Membership + Registration,Completed,2024-04-19
PAY00000979,MEM000659,MS0000854,119.98,2022-04-21,Credit Card,TXN976867413,Membership + Registration,Completed,2022-04-21
PAY00000980,MEM000660,MS0000855,54.99,2022-05-29,Credit Card,TXN873022612,Monthly Membership,Refunded,2022-06-04
PAY00000981,MEM000661,MS0000856,54.99,2023-09-23,Credit Card,TXN902896786,Monthly Membership,Completed,2023-09-23
PAY00000982,MEM000662,MS0000857,25.0,2025-05-10,Credit Card,TXN210874430,Monthly Membership,Completed,2025-05-10
PAY00000983,MEM000663,MS0000858,119.98,2023-01-09,Credit Card,TXN311055229,Membership + Registration,Completed,2023-01-09
PAY00000984,MEM000664,MS0000859,119.98,2023-04-15,Credit Card,TXN679820731,Membership + Registration,Completed,2023-04-15
PAY00000985,MEM000664,MS0000860,119.98,2023-06-18,Credit Card,TXN282879693,Membership + Registration,Completed,2023-06-18
PAY00000986,MEM000665,MS0000861,229.98,2024-05-03,Debit Card,TXN152035364,Membership + Registration,Completed,2024-05-03
PAY00000987,MEM000665,MS0000862,54.99,2024-06-25,Credit Card,TXN540113185,Monthly Membership,Completed,2024-06-25
PAY00000988,MEM000666,MS0000863,89.98,2025-05-23,Debit Card,TXN484946092,Membership + Registration,Completed,2025-05-23
PAY00000989,MEM000667,MS0000864,89.98,2021-05-23,Cash,TXN750004146,Membership + Registration,Completed,2021-05-23
PAY00000990,MEM000668,MS0000865,119.98,2023-01-28,Credit Card,TXN111780446,Membership + Registration,Completed,2023-01-28
PAY00000991,MEM000669,MS0000866,119.98,2024-12-22,Credit Card,TXN882573309,Membership + Registration,Failed,2024-12-24
PAY00000992,MEM000670,MS0000867,58.33,2022-07-22,Debit Card,TXN547866032,Monthly Membership,Completed,2022-07-22
PAY00000993,MEM000670,MS0000867,58.33,2023-01-18,Cash,TXN359099653,Monthly Membership,Completed,2023-01-18
PAY00000994,MEM000671,MS0000868,89.98,2023-05-19,Debit Card,TXN465781919,Membership + Registration,Completed,2023-05-19
PAY00000995,MEM000672,MS0000869,54.99,2024-04-06,Credit Card,TXN466298859,Membership + Registration,Completed,2024-04-06
PAY00000996,MEM000672,MS0000870,54.99,2024-07-01,Credit Card,TXN236335854,Membership + Registration,Completed,2024-07-01
PAY00000997,MEM000672,MS0000871,89.98,2024-09-29,Bank Transfer,TXN852356123,Membership + Registration,Completed,2024-09-29
PAY00000998,MEM000673,MS0000872,54.99,2024-01-17,Credit Card,TXN199557513,Monthly Membership,Completed,2024-01-17
PAY00000999,MEM000674,MS0000873,54.99,2023-10-13,Credit Card,TXN204572616,Membership + Registration,Completed,2023-10-13
PAY00001000,MEM000674,MS0000874,89.98,2023-11-19,Bank Transfer,TXN384079718,Membership + Registration,Completed,2023-11-19
PAY00001001,MEM000675,MS0000875,119.98,2024-11-01,Debit Card,TXN994132969,Membership + Registration,Completed,2024-11-01
PAY00001002,MEM000676,MS0000876,54.99,2025-05-27,Bank Transfer,TXN106691340,Monthly Membership,Completed,2025-05-27
PAY00001003,MEM000677,MS0000877,119.98,2023-07-20,Check,TXN471108663,Membership + Registration,Completed,2023-07-20
PAY00001004,MEM000678,MS0000878,89.98,2021-03-29,Credit Card,TXN718005745,Membership + Registration,Completed,2021-03-29
PAY00001005,MEM000678,MS0000879,119.98,2021-06-17,Credit Card,TXN313437392,Membership + Registration,Completed,2021-06-17
PAY00001006,MEM000678,MS0000880,59.99,2021-10-03,Credit Card,TXN592798041,Membership + Registration,Completed,2021-10-03
PAY00001007,MEM000679,MS0000881,89.98,2024-03-06,Debit Card,TXN767022424,Membership + Registration,Completed,2024-03-06
PAY00001008,MEM000680,MS0000882,89.98,2024-07-07,Credit Card,TXN166320678,Membership + Registration,Completed,2024-07-07
PAY00001009,MEM000681,MS0000883,89.98,2024-06-09,Credit Card,TXN989317901,Membership + Registration,Completed,2024-06-09
PAY00001010,MEM000682,MS0000884,58.33,2024-07-21,Cash,TXN972033200,Monthly Membership,Completed,2024-07-21
PAY00001011,MEM000683,MS0000885,119.98,2021-03-03,Credit Card,TXN724076509,Membership + Registration,Completed,2021-03-03
PAY00001012,MEM000684,MS0000886,229.98,2022-11-17,Credit Card,TXN792602752,Membership + Registration,Completed,2022-11-17
PAY00001013,MEM000684,MS0000887,89.98,2023-01-05,Credit Card,TXN432285284,Membership + Registration,Failed,2023-01-05
PAY00001014,MEM000685,MS0000888,89.98,2023-04-07,Credit Card,TXN531989109,Membership + Registration,Completed,2023-04-07
PAY00001015,MEM000685,MS0000889,119.98,2023-05-31,Credit Card,TXN438314713,Membership + Registration,Completed,2023-05-31
PAY00001016,MEM000686,MS0000890,54.99,2024-03-19,Credit Card,TXN439510794,Membership + Registration,Completed,2024-03-19
PAY00001017,MEM000687,MS0000891,89.98,2023-12-24,Credit Card,TXN743967480,Membership + Registration,Completed,2023-12-24
PAY00001018,MEM000687,MS0000892,229.98,2024-02-12,Credit Card,TXN889600594,Membership + Registration,Completed,2024-02-12
PAY00001019,MEM000688,MS0000893,89.98,2021-02-07,Bank Transfer,TXN184630981,Membership + Registration,Completed,2021-02-07
PAY00001020,MEM000689,MS0000894,54.99,2023-11-11,Debit Card,TXN612846354,Monthly Membership,Completed,2023-11-11
PAY00001021,MEM000689,MS0000895,89.98,2024-01-06,Check,TXN127511253,Membership + Registration,Completed,2024-01-06
PAY00001022,MEM000690,MS0000896,89.98,2025-07-01,Credit Card,TXN564244605,Membership + Registration,Completed,2025-07-01
PAY00001023,MEM000691,MS0000897,229.98,2025-01-30,Credit Card,TXN424678916,Membership + Registration,Completed,2025-01-30
PAY00001024,MEM000692,MS0000898,58.33,2021-10-08,Debit Card,TXN431746520,Monthly Membership,Completed,2021-10-08
PAY00001025,MEM000692,MS0000898,58.33,2022-04-06,Credit Card,TXN933943928,Monthly Membership,Completed,2022-04-06
PAY00001026,MEM000693,MS0000899,89.98,2022-11-30,Debit Card,TXN542624097,Membership + Registration,Completed,2022-11-30
PAY00001027,MEM000694,MS0000900,54.99,2021-01-19,Credit Card,TXN537208297,Membership + Registration,Completed,2021-01-19
PAY00001028,MEM000695,MS0000901,89.98,2023-05-09,Credit Card,TXN991228700,Membership + Registration,Completed,2023-05-09
PAY00001029,MEM000696,MS0000902,229.98,2021-07-28,Credit Card,TXN308643040,Membership + Registration,Completed,2021-07-28
PAY00001030,MEM000696,MS0000903,119.98,2021-11-08,Cash,TXN786352412,Membership + Registration,Completed,2021-11-08
PAY00001031,MEM000697,MS0000904,119.98,2022-09-04,Debit Card,TXN965536829,Membership + Registration,Completed,2022-09-04
PAY00001032,MEM000698,MS0000905,58.33,2021-06-28,Credit Card,TXN934899940,Monthly Membership,Completed,2021-06-28
PAY00001033,MEM000699,MS0000906,229.98,2021-02-27,Credit Card,TXN280650810,Membership + Registration,Completed,2021-02-27
PAY00001034,MEM000700,MS0000907,119.98,2024-06-14,Credit Card,TXN961507857,Membership + Registration,Completed,2024-06-14
PAY00001035,MEM000701,MS0000908,54.99,2022-11-13,Debit Card,TXN248671200,Monthly Membership,Completed,2022-11-13
PAY00001036,MEM000702,MS0000909,89.98,2022-10-05,Credit Card,TXN184778428,Membership + Registration,Completed,2022-10-05
PAY00001037,MEM000703,MS0000910,229.98,2024-06-29,Debit Card,TXN494859871,Membership + Registration,Completed,2024-06-29
PAY00001038,MEM000703,MS0000911,54.99,2024-10-25,Debit Card,TXN661134421,Monthly Membership,Completed,2024-10-25
PAY00001039,MEM000704,MS0000912,59.99,2021-10-07,Credit Card,TXN525870503,Membership + Registration,Completed,2021-10-07
PAY00001040,MEM000705,MS0000913,89.98,2024-07-05,Credit Card,TXN294925330,Membership + Registration,Completed,2024-07-05
PAY00001041,MEM000705,MS0000914,89.98,2024-09-27,Cash,TXN858082828,Membership + Registration,Completed,2024-09-27
PAY00001042,MEM000706,MS0000915,58.33,2020-11-26,Credit Card,TXN369766963,Monthly Membership,Completed,2020-11-26
PAY00001043,MEM000706,MS0000915,58.33,2021-03-26,Debit Card,TXN639541204,Monthly Membership,Completed,2021-03-26
PAY00001044,MEM000706,MS0000915,58.33,2021-07-24,Credit Card,TXN286513656,Monthly Membership,Completed,2021-07-24
PAY00001045,MEM000707,MS0000916,119.98,2024-02-21,Credit Card,TXN204032412,Membership + Registration,Completed,2024-02-21
PAY00001046,MEM000708,MS0000917,59.99,2025-04-01,Credit Card,TXN815761520,Membership + Registration,Completed,2025-04-01
PAY00001047,MEM000709,MS0000918,54.99,2024-07-21,Credit Card,TXN630443119,Monthly Membership,Completed,2024-07-21
PAY00001048,MEM000710,MS0000919,119.98,2022-12-29,Credit Card,TXN659566292,Membership + Registration,Completed,2022-12-29
PAY00001049,MEM000711,MS0000920,58.33,2022-12-09,Credit Card,TXN857433011,Monthly Membership,Completed,2022-12-09
PAY00001050,MEM000711,MS0000920,58.33,2023-06-07,Debit Card,TXN829742986,Monthly Membership,Refunded,2023-06-08
PAY00001051,MEM000712,MS0000921,59.99,2024-08-28,Bank Transfer,TXN137272919,Membership + Registration,Completed,2024-08-28
PAY00001052,MEM000713,MS0000922,58.33,2022-08-02,Bank Transfer,TXN885848967,Monthly Membership,Completed,2022-08-02
PAY00001053,MEM000713,MS0000922,58.33,2022-11-30,Debit Card,TXN231318397,Monthly Membership,Completed,2022-11-30
PAY00001054,MEM000713,MS0000922,58.33,2023-03-30,Credit Card,TXN693331164,Monthly Membership,Completed,2023-03-30
PAY00001055,MEM000713,MS0000923,229.98,2023-09-30,Bank Transfer,TXN625993431,Membership + Registration,Completed,2023-09-30
PAY00001056,MEM000714,MS0000924,58.33,2022-05-30,Credit Card,TXN393584020,Monthly Membership,Completed,2022-05-30
PAY00001057,MEM000715,MS0000925,229.98,2022-10-07,Debit Card,TXN516981951,Membership + Registration,Completed,2022-10-07
PAY00001058,MEM000715,MS0000926,119.98,2023-01-25,Debit Card,TXN556761808,Membership + Registration,Completed,2023-01-25
PAY00001059,MEM000716,MS0000927,59.99,2025-05-10,Credit Card,TXN284085640,Membership + Registration,Pending,2025-05-13
PAY00001060,MEM000717,MS0000928,119.98,2025-04-09,Credit Card,TXN588533491,Membership + Registration,Completed,2025-04-09
PAY00001061,MEM000718,MS0000929,89.98,2024-05-05,Credit Card,TXN760458192,Membership + Registration,Completed,2024-05-05
PAY00001062,MEM000719,MS0000930,54.99,2023-04-15,Credit Card,TXN319152794,Membership + Registration,Completed,2023-04-15
PAY00001063,MEM000719,MS0000931,25.0,2023-05-18,Credit Card,TXN164962330,Monthly Membership,Completed,2023-05-18
PAY00001064,MEM000720,MS0000932,58.33,2020-12-15,Cash,TXN653950254,Monthly Membership,Completed,2020-12-15
PAY00001065,MEM000721,MS0000933,58.33,2021-01-06,Credit Card,TXN864354577,Monthly Membership,Completed,2021-01-06
PAY00001066,MEM000721,MS0000933,58.33,2021-07-05,Cash,TXN810667107,Monthly Membership,Completed,2021-07-05
PAY00001067,MEM000722,MS0000934,58.33,2024-03-14,Credit Card,TXN554729798,Monthly Membership,Completed,2024-03-14
PAY00001068,MEM000723,MS0000935,119.98,2021-11-01,Bank Transfer,TXN416250219,Membership + Registration,Completed,2021-11-01
PAY00001069,MEM000723,MS0000936,89.98,2021-12-05,Credit Card,TXN701688441,Membership + Registration,Completed,2021-12-05
PAY00001070,MEM000724,MS0000937,54.99,2023-11-11,Credit Card,TXN312137245,Monthly Membership,Completed,2023-11-11
PAY00001071,MEM000725,MS0000938,119.98,2025-05-25,Cash,TXN783467063,Membership + Registration,Completed,2025-05-25
PAY00001072,MEM000726,MS0000939,119.98,2021-07-13,Debit Card,TXN867248908,Membership + Registration,Completed,2021-07-13
PAY00001073,MEM000727,MS0000940,89.98,2021-11-04,Credit Card,TXN675218459,Membership + Registration,Completed,2021-11-04
PAY00001074,MEM000728,MS0000941,25.0,2025-07-12,Credit Card,TXN118228598,Monthly Membership,Completed,2025-07-12
PAY00001075,MEM000729,MS0000942,229.98,2024-12-17,Credit Card,TXN431420768,Membership + Registration,Completed,2024-12-17
PAY00001076,MEM000730,MS0000943,54.99,2025-05-11,Bank Transfer,TXN180172390,Monthly Membership,Completed,2025-05-11
PAY00001077,MEM000731,MS0000944,119.98,2023-09-01,Credit Card,TXN955426027,Membership + Registration,Completed,2023-09-01
PAY00001078,MEM000732,MS0000945,54.99,2021-10-11,Debit Card,TXN896658422,Monthly Membership,Completed,2021-10-11
PAY00001079,MEM000733,MS0000946,89.98,2025-06-11,Debit Card,TXN958418672,Membership + Registration,Completed,2025-06-11
PAY00001080,MEM000733,MS0000947,89.98,2025-07-27,Bank Transfer,TXN823642438,Membership + Registration,Completed,2025-07-27
PAY00001081,MEM000734,MS0000948,89.98,2021-02-25,Debit Card,TXN746930029,Membership + Registration,Completed,2021-02-25
PAY00001082,MEM000735,MS0000949,89.98,2022-11-29,Credit Card,TXN572345699,Membership + Registration,Completed,2022-11-29
PAY00001083,MEM000736,MS0000950,119.98,2025-06-22,Credit Card,TXN439549274,Membership + Registration,Completed,2025-06-22
