membershipid,memberid,membershiptypeid,startdate,enddate,status,autorenew
MS0001924,MEM001476,MT002,2024-05-25,2024-06-24,Expired,False
MS0001925,MEM001477,MT004,2022-11-07,2022-12-07,Expired,False
MS0001926,MEM001477,MT001,2023-01-24,2023-02-23,Expired,False
MS0001927,MEM001478,MT001,2021-02-26,2021-03-28,Expired,False
MS0001928,MEM001479,MT005,2024-08-06,2024-09-05,Expired,False
MS0001929,MEM001479,MT005,2024-12-02,2025-01-01,Expired,False
MS0001930,MEM001480,MT003,2022-07-24,2022-08-23,Expired,False
MS0001931,MEM001481,MT007,2024-02-03,2025-01-28,Expired,False
MS0001932,MEM001482,MT002,2023-04-13,2023-05-13,Expired,False
MS0001933,MEM001483,MT007,2025-09-18,2026-09-13,Active,True
MS0001934,MEM001484,MT001,2025-05-04,2025-06-03,Expired,False
MS0001935,MEM001485,MT003,2021-10-11,2021-11-10,Expired,False
MS0001936,MEM001486,MT003,2024-03-27,2024-04-26,Expired,False
MS0001937,MEM001487,MT003,2022-10-20,2022-11-19,Expired,False
MS0001938,MEM001488,MT002,2025-08-30,2025-09-29,Cancelled,False
MS0001939,MEM001488,MT002,2025-10-16,2025-11-15,Active,False
MS0001940,MEM001489,MT001,2024-07-28,2024-08-27,Expired,False
MS0001941,MEM001490,MT005,2025-02-05,2025-03-07,Cancelled,False
MS0001942,MEM001490,MT005,2025-04-17,2025-05-17,Expired,False
MS0001943,MEM001491,MT001,2025-03-01,2025-03-31,Expired,False
MS0001944,MEM001492,MT005,2022-10-19,2022-11-18,Expired,False
MS0001945,MEM001493,MT002,2025-08-14,2025-09-13,Expired,False
MS0001946,MEM001493,MT001,2025-10-24,2025-11-23,Active,False
MS0001947,MEM001494,MT007,2020-12-29,2021-12-24,Cancelled,False
MS0001948,MEM001494,MT003,2022-02-24,2022-03-26,Cancelled,False
MS0001949,MEM001495,MT002,2021-07-28,2021-08-27,Expired,False
MS0001950,MEM001496,MT006,2022-03-17,2022-04-16,Expired,False
MS0001951,MEM001497,MT001,2023-07-05,2023-08-04,Expired,False
MS0001952,MEM001498,MT005,2021-06-12,2021-07-12,Cancelled,False
MS0001953,MEM001498,MT002,2021-10-09,2021-11-08,Expired,False
MS0001954,MEM001499,MT001,2025-02-20,2025-03-22,Expired,False
MS0001955,MEM001500,MT001,2024-02-18,2024-03-19,Expired,False
MS0001956,MEM001500,MT002,2024-04-10,2024-05-10,Expired,False
MS0001957,MEM001501,MT005,2020-10-17,2020-11-16,Expired,False
MS0001958,MEM001501,MT001,2020-11-23,2020-12-23,Expired,False
MS0001959,MEM001502,MT003,2025-05-25,2025-06-24,Expired,False
MS0001960,MEM001503,MT005,2022-10-28,2022-11-27,Expired,False
MS0001961,MEM001504,MT007,2021-01-01,2021-12-27,Expired,False
MS0001962,MEM001505,MT003,2025-02-05,2025-03-07,Expired,False
MS0001963,MEM001506,MT005,2023-09-15,2023-10-15,Expired,False
MS0001964,MEM001507,MT006,2022-02-25,2022-03-27,Expired,False
MS0001965,MEM001507,MT007,2022-06-23,2023-06-18,Expired,False
MS0001966,MEM001508,MT007,2022-11-21,2023-11-16,Expired,False
MS0001967,MEM001508,MT008,2024-01-25,2025-01-19,Expired,False
MS0001968,MEM001509,MT005,2021-12-12,2022-01-11,Expired,False
MS0001969,MEM001510,MT002,2024-07-17,2024-08-16,Cancelled,False
MS0001970,MEM001510,MT001,2024-10-10,2024-11-09,Expired,False
MS0001971,MEM001511,MT002,2023-07-28,2023-08-27,Expired,False
MS0001972,MEM001512,MT001,2021-04-21,2021-05-21,Expired,False
MS0001973,MEM001512,MT002,2021-07-27,2021-08-26,Expired,False
MS0001974,MEM001513,MT007,2021-06-28,2022-06-23,Cancelled,False
MS0001975,MEM001514,MT007,2022-06-06,2023-06-01,Expired,False
MS0001976,MEM001515,MT005,2023-11-11,2023-12-11,Expired,False
MS0001977,MEM001516,MT001,2020-10-31,2020-11-30,Expired,False
MS0001978,MEM001516,MT005,2021-01-25,2021-02-24,Expired,False
MS0001979,MEM001517,MT002,2020-10-04,2020-11-03,Cancelled,False
MS0001980,MEM001517,MT005,2020-11-13,2020-12-13,Expired,False
MS0001981,MEM001518,MT003,2021-07-24,2021-08-23,Expired,False
MS0001982,MEM001519,MT003,2024-12-24,2025-01-23,Expired,False
MS0001983,MEM001519,MT007,2025-02-06,2026-02-01,Active,True
MS0001984,MEM001520,MT006,2025-06-07,2025-07-07,Expired,False
MS0001985,MEM001521,MT001,2024-10-10,2024-11-09,Expired,False
MS0001986,MEM001522,MT006,2021-01-06,2021-02-05,Expired,False
MS0001987,MEM001523,MT005,2024-05-02,2024-06-01,Expired,False
MS0001988,MEM001524,MT007,2021-07-29,2022-07-24,Expired,False
MS0001989,MEM001524,MT002,2022-09-20,2022-10-20,Expired,False
MS0001990,MEM001525,MT001,2024-10-10,2024-11-09,Expired,False
MS0001991,MEM001526,MT007,2023-05-12,2024-05-06,Expired,False
MS0001992,MEM001527,MT003,2024-12-07,2025-01-06,Expired,False
MS0001993,MEM001528,MT007,2022-04-14,2023-04-09,Expired,False
MS0001994,MEM001529,MT002,2021-02-28,2021-03-30,Expired,False
MS0001995,MEM001530,MT002,2025-04-07,2025-05-07,Expired,False
MS0001996,MEM001531,MT002,2022-05-24,2022-06-23,Cancelled,False
MS0001997,MEM001531,MT002,2022-08-16,2022-09-15,Expired,False
MS0001998,MEM001532,MT005,2024-10-24,2024-11-23,Cancelled,False
MS0001999,MEM001532,MT002,2024-12-29,2025-01-28,Expired,False
MS0002000,MEM001533,MT007,2021-06-02,2022-05-28,Expired,False
MS0002001,MEM001534,MT005,2024-06-24,2024-07-24,Expired,False
MS0002002,MEM001535,MT002,2022-04-25,2022-05-25,Expired,False
MS0002003,MEM001536,MT002,2021-06-08,2021-07-08,Cancelled,False
MS0002004,MEM001536,MT002,2021-07-26,2021-08-25,Cancelled,False
MS0002005,MEM001537,MT003,2023-08-30,2023-09-29,Expired,False
MS0002006,MEM001538,MT001,2025-04-17,2025-05-17,Expired,False
MS0002007,MEM001539,MT007,2025-05-27,2026-05-22,Active,True
MS0002008,MEM001540,MT002,2023-08-17,2023-09-16,Expired,False
MS0002009,MEM001540,MT002,2023-09-29,2023-10-29,Expired,False
MS0002010,MEM001541,MT002,2024-07-04,2024-08-03,Expired,False
MS0002011,MEM001542,MT001,2024-11-16,2024-12-16,Expired,False
MS0002012,MEM001543,MT002,2023-04-02,2023-05-02,Cancelled,False
MS0002013,MEM001544,MT001,2023-12-09,2024-01-08,Expired,False
MS0002014,MEM001545,MT001,2023-03-04,2023-04-03,Cancelled,False
MS0002015,MEM001545,MT007,2023-05-05,2024-04-29,Expired,False
MS0002016,MEM001546,MT001,2023-03-16,2023-04-15,Cancelled,False
MS0002017,MEM001547,MT003,2023-09-11,2023-10-11,Expired,False
MS0002018,MEM001548,MT002,2021-01-30,2021-03-01,Expired,False
MS0002019,MEM001549,MT001,2021-09-08,2021-10-08,Expired,False
MS0002020,MEM001550,MT005,2023-04-21,2023-05-21,Expired,False
MS0002021,MEM001551,MT005,2021-05-07,2021-06-06,Expired,False
MS0002022,MEM001551,MT002,2021-06-24,2021-07-24,Expired,False
MS0002023,MEM001552,MT005,2024-04-06,2024-05-06,Expired,False
MS0002024,MEM001553,MT007,2023-06-23,2024-06-17,Expired,False
MS0002025,MEM001553,MT003,2024-08-07,2024-09-06,Expired,False
MS0002026,MEM001554,MT005,2020-12-25,2021-01-24,Expired,False
MS0002027,MEM001555,MT003,2025-02-07,2025-03-09,Expired,False
MS0002028,MEM001556,MT008,2024-03-03,2025-02-26,Cancelled,False
MS0002029,MEM001556,MT002,2025-02-27,2025-03-29,Expired,False
MS0002030,MEM001557,MT005,2025-05-02,2025-06-01,Cancelled,False
MS0002031,MEM001557,MT005,2025-07-09,2025-08-08,Expired,False
MS0002032,MEM001558,MT001,2021-04-06,2021-05-06,Expired,False
MS0002033,MEM001559,MT001,2024-09-28,2024-10-28,Expired,False
MS0002034,MEM001560,MT003,2021-03-28,2021-04-27,Expired,False
MS0002035,MEM001561,MT005,2023-08-30,2023-09-29,Expired,False
MS0002036,MEM001561,MT005,2023-10-31,2023-11-30,Expired,False
MS0002037,MEM001562,MT002,2025-08-31,2025-09-30,Active,False
MS0002038,MEM001563,MT005,2021-07-16,2021-08-15,Expired,False
MS0002039,MEM001563,MT005,2021-10-28,2021-11-27,Expired,False
MS0002040,MEM001564,MT001,2025-01-20,2025-02-19,Expired,False
MS0002041,MEM001565,MT001,2024-11-23,2024-12-23,Expired,False
MS0002042,MEM001565,MT005,2025-03-23,2025-04-22,Expired,False
MS0002043,MEM001566,MT002,2021-06-10,2021-07-10,Expired,False
MS0002044,MEM001567,MT007,2024-07-12,2025-07-07,Cancelled,False
MS0002045,MEM001567,MT003,2025-09-30,2025-10-30,Active,False
MS0002046,MEM001568,MT007,2025-03-16,2026-03-11,Expired,False
MS0002047,MEM001568,MT007,2026-06-07,2027-06-02,Active,True
MS0002048,MEM001569,MT002,2024-05-17,2024-06-16,Cancelled,False
MS0002049,MEM001569,MT001,2024-07-28,2024-08-27,Expired,False
MS0002050,MEM001570,MT004,2021-09-28,2021-10-28,Expired,False
MS0002051,MEM001571,MT002,2023-08-07,2023-09-06,Expired,False
MS0002052,MEM001571,MT008,2023-11-08,2024-11-02,Expired,False
MS0002053,MEM001572,MT006,2024-02-19,2024-03-20,Expired,False
MS0002054,MEM001573,MT003,2022-04-25,2022-05-25,Expired,False
MS0002055,MEM001574,MT007,2025-07-22,2026-07-17,Active,True
MS0002056,MEM001575,MT001,2025-03-31,2025-04-30,Expired,False
MS0002057,MEM001576,MT002,2022-07-01,2022-07-31,Expired,False
MS0002058,MEM001576,MT003,2022-09-20,2022-10-20,Expired,False
MS0002059,MEM001577,MT002,2022-05-10,2022-06-09,Expired,False
MS0002060,MEM001578,MT003,2023-06-14,2023-07-14,Expired,False
MS0002061,MEM001579,MT001,2024-05-14,2024-06-13,Expired,False
MS0002062,MEM001580,MT003,2020-12-23,2021-01-22,Cancelled,False
MS0002063,MEM001580,MT003,2021-02-28,2021-03-30,Expired,False
MS0002064,MEM001581,MT002,2022-01-25,2022-02-24,Cancelled,False
MS0002065,MEM001581,MT007,2022-05-17,2023-05-12,Expired,False
MS0002066,MEM001582,MT002,2024-08-30,2024-09-29,Expired,False
MS0002067,MEM001583,MT003,2023-01-21,2023-02-20,Cancelled,False
MS0002068,MEM001583,MT003,2023-03-16,2023-04-15,Cancelled,False
MS0002069,MEM001584,MT005,2022-12-29,2023-01-28,Expired,False
MS0002070,MEM001584,MT005,2023-02-28,2023-03-30,Expired,False
MS0002071,MEM001585,MT006,2024-01-23,2024-02-22,Expired,False
MS0002072,MEM001586,MT002,2025-02-08,2025-03-10,Expired,False
MS0002073,MEM001586,MT005,2025-05-09,2025-06-08,Expired,False
MS0002074,MEM001587,MT007,2025-09-19,2026-09-14,Active,True
MS0002075,MEM001588,MT002,2024-05-27,2024-06-26,Cancelled,False
MS0002076,MEM001588,MT001,2024-07-02,2024-08-01,Expired,False
MS0002077,MEM001589,MT003,2021-12-05,2022-01-04,Expired,False
MS0002078,MEM001590,MT002,2021-04-05,2021-05-05,Expired,False
MS0002079,MEM001591,MT002,2021-02-11,2021-03-13,Expired,False
MS0002080,MEM001592,MT001,2024-12-25,2025-01-24,Expired,False
MS0002081,MEM001592,MT002,2025-04-04,2025-05-04,Expired,False
MS0002082,MEM001593,MT001,2024-09-30,2024-10-30,Cancelled,False
MS0002083,MEM001593,MT005,2025-01-21,2025-02-20,Expired,False
MS0002084,MEM001594,MT001,2023-10-12,2023-11-11,Expired,False
MS0002085,MEM001595,MT001,2021-08-22,2021-09-21,Expired,False
MS0002086,MEM001596,MT001,2024-06-10,2024-07-10,Expired,False
MS0002087,MEM001597,MT009,2022-06-04,2022-06-04,Expired,False
MS0002088,MEM001598,MT007,2021-02-26,2022-02-21,Expired,False
MS0002089,MEM001599,MT007,2022-03-28,2023-03-23,Cancelled,False
MS0002090,MEM001599,MT003,2023-05-29,2023-06-28,Expired,False
MS0002091,MEM001600,MT001,2024-04-02,2024-05-02,Expired,False
MS0002092,MEM001601,MT003,2020-11-25,2020-12-25,Cancelled,False
MS0002093,MEM001602,MT007,2022-01-11,2023-01-06,Expired,False
MS0002094,MEM001603,MT007,2023-08-29,2024-08-23,Expired,False
MS0002095,MEM001603,MT006,2024-09-15,2024-10-15,Expired,False
MS0002096,MEM001604,MT002,2021-08-05,2021-09-04,Expired,False
MS0002097,MEM001605,MT003,2023-05-13,2023-06-12,Expired,False
MS0002098,MEM001606,MT002,2021-08-29,2021-09-28,Expired,False
MS0002099,MEM001607,MT008,2023-10-01,2024-09-25,Expired,False
MS0002100,MEM001608,MT005,2021-01-25,2021-02-24,Expired,False
MS0002101,MEM001609,MT005,2025-02-10,2025-03-12,Cancelled,False
MS0002102,MEM001609,MT005,2025-03-24,2025-04-23,Expired,False
MS0002103,MEM001610,MT005,2022-06-02,2022-07-02,Expired,False
MS0002104,MEM001611,MT006,2025-07-13,2025-08-12,Expired,False
MS0002105,MEM001612,MT005,2025-01-01,2025-01-31,Expired,False
MS0002106,MEM001613,MT003,2023-03-23,2023-04-22,Expired,False
MS0002107,MEM001614,MT002,2022-04-24,2022-05-24,Expired,False
MS0002108,MEM001614,MT003,2022-07-30,2022-08-29,Expired,False
MS0002109,MEM001615,MT002,2022-10-23,2022-11-22,Expired,False
MS0002110,MEM001616,MT001,2023-06-25,2023-07-25,Expired,False
MS0002111,MEM001616,MT006,2023-09-07,2023-10-07,Expired,False
MS0002112,MEM001617,MT002,2022-01-04,2022-02-03,Expired,False
MS0002113,MEM001618,MT007,2024-01-04,2024-12-29,Expired,False
MS0002114,MEM001619,MT002,2021-09-30,2021-10-30,Expired,False
MS0002115,MEM001620,MT006,2024-08-27,2024-09-26,Expired,False
MS0002116,MEM001621,MT006,2023-03-23,2023-04-22,Expired,False
MS0002117,MEM001622,MT005,2023-07-14,2023-08-13,Expired,False
MS0002118,MEM001623,MT001,2025-02-24,2025-03-26,Expired,False
MS0002119,MEM001624,MT002,2021-08-21,2021-09-20,Expired,False
MS0002120,MEM001624,MT007,2021-12-08,2022-12-03,Expired,False
MS0002121,MEM001625,MT001,2022-06-14,2022-07-14,Expired,False
MS0002122,MEM001626,MT003,2022-04-24,2022-05-24,Expired,False
MS0002123,MEM001627,MT001,2023-09-07,2023-10-07,Expired,False
MS0002124,MEM001628,MT002,2023-10-27,2023-11-26,Expired,False
MS0002125,MEM001629,MT004,2022-07-31,2022-08-30,Expired,False
MS0002126,MEM001630,MT002,2023-09-14,2023-10-14,Expired,False
MS0002127,MEM001630,MT002,2023-12-11,2024-01-10,Expired,False
MS0002128,MEM001631,MT001,2020-11-01,2020-12-01,Expired,False
MS0002129,MEM001632,MT003,2021-06-15,2021-07-15,Expired,False
MS0002130,MEM001633,MT002,2022-02-13,2022-03-15,Cancelled,False
MS0002131,MEM001633,MT006,2022-03-26,2022-04-25,Expired,False
MS0002132,MEM001634,MT002,2022-03-02,2022-04-01,Expired,False
MS0002133,MEM001635,MT003,2022-06-25,2022-07-25,Cancelled,False
MS0002134,MEM001635,MT001,2022-07-29,2022-08-28,Cancelled,False
MS0002135,MEM001636,MT001,2025-07-14,2025-08-13,Cancelled,False
MS0002136,MEM001636,MT002,2025-08-31,2025-09-30,Active,False
MS0002137,MEM001637,MT002,2024-01-19,2024-02-18,Expired,False
MS0002138,MEM001638,MT002,2024-08-31,2024-09-30,Expired,False
MS0002139,MEM001639,MT005,2025-01-26,2025-02-25,Expired,False
MS0002140,MEM001640,MT006,2024-06-04,2024-07-04,Cancelled,False
MS0002141,MEM001640,MT003,2024-07-23,2024-08-22,Cancelled,False
MS0002142,MEM001641,MT007,2023-11-04,2024-10-29,Expired,False
MS0002143,MEM001641,MT008,2025-01-03,2025-12-29,Active,True
MS0002144,MEM001642,MT005,2021-10-07,2021-11-06,Expired,False
MS0002145,MEM001643,MT002,2022-03-14,2022-04-13,Expired,False
MS0002146,MEM001644,MT002,2022-04-07,2022-05-07,Cancelled,False
MS0002147,MEM001644,MT007,2022-07-03,2023-06-28,Expired,False
MS0002148,MEM001645,MT007,2025-01-23,2026-01-18,Active,True
MS0002149,MEM001646,MT003,2024-04-02,2024-05-02,Expired,False
MS0002150,MEM001647,MT002,2021-12-27,2022-01-26,Expired,False
MS0002151,MEM001647,MT001,2022-03-01,2022-03-31,Expired,False
MS0002152,MEM001648,MT002,2025-03-13,2025-04-12,Expired,False
MS0002153,MEM001649,MT006,2021-02-02,2021-03-04,Expired,False
MS0002154,MEM001649,MT001,2021-05-04,2021-06-03,Expired,False
MS0002155,MEM001650,MT001,2025-02-19,2025-03-21,Expired,False
MS0002156,MEM001651,MT007,2022-07-05,2023-06-30,Expired,False
MS0002157,MEM001652,MT007,2025-01-20,2026-01-15,Active,True
MS0002158,MEM001653,MT002,2022-06-05,2022-07-05,Expired,False
MS0002159,MEM001654,MT002,2021-08-29,2021-09-28,Expired,False
MS0002160,MEM001655,MT002,2024-02-04,2024-03-05,Expired,False
MS0002161,MEM001656,MT003,2025-06-04,2025-07-04,Expired,False
MS0002162,MEM001657,MT001,2023-04-12,2023-05-12,Cancelled,False
MS0002163,MEM001658,MT001,2023-08-05,2023-09-04,Expired,False
MS0002164,MEM001658,MT005,2023-09-21,2023-10-21,Expired,False
MS0002165,MEM001659,MT001,2024-10-19,2024-11-18,Expired,False
MS0002166,MEM001659,MT007,2024-12-05,2025-11-30,Active,True
MS0002167,MEM001660,MT002,2021-04-30,2021-05-30,Cancelled,False
MS0002168,MEM001660,MT008,2021-08-27,2022-08-22,Expired,False
MS0002169,MEM001661,MT006,2021-09-10,2021-10-10,Expired,False
MS0002170,MEM001661,MT001,2022-01-03,2022-02-02,Expired,False
MS0002171,MEM001662,MT007,2022-01-22,2023-01-17,Expired,False
MS0002172,MEM001663,MT003,2021-10-24,2021-11-23,Expired,False
MS0002173,MEM001664,MT006,2025-01-13,2025-02-12,Expired,False
MS0002174,MEM001664,MT002,2025-03-19,2025-04-18,Expired,False
MS0002175,MEM001665,MT002,2024-01-30,2024-02-29,Expired,False
MS0002176,MEM001666,MT006,2024-04-24,2024-05-24,Expired,False
MS0002177,MEM001667,MT001,2023-09-20,2023-10-20,Expired,False
MS0002178,MEM001667,MT005,2023-12-29,2024-01-28,Expired,False
MS0002179,MEM001668,MT002,2020-12-11,2021-01-10,Expired,False
MS0002180,MEM001669,MT001,2023-01-17,2023-02-16,Expired,False
MS0002181,MEM001670,MT002,2023-01-03,2023-02-02,Expired,False
MS0002182,MEM001670,MT002,2023-02-28,2023-03-30,Expired,False
MS0002183,MEM001671,MT002,2024-12-23,2025-01-22,Expired,False
MS0002184,MEM001672,MT001,2023-02-22,2023-03-24,Expired,False
MS0002185,MEM001673,MT002,2022-10-27,2022-11-26,Expired,False
MS0002186,MEM001674,MT002,2025-04-01,2025-05-01,Expired,False
MS0002187,MEM001675,MT007,2021-08-15,2022-08-10,Expired,False
MS0002188,MEM001676,MT002,2023-04-07,2023-05-07,Expired,False
MS0002189,MEM001677,MT001,2023-03-23,2023-04-22,Cancelled,False
MS0002190,MEM001677,MT002,2023-07-04,2023-08-03,Expired,False
MS0002191,MEM001678,MT007,2021-01-09,2022-01-04,Expired,False
MS0002192,MEM001678,MT003,2022-02-27,2022-03-29,Expired,False
MS0002193,MEM001679,MT002,2024-09-29,2024-10-29,Expired,False
MS0002194,MEM001679,MT005,2024-11-02,2024-12-02,Cancelled,False
MS0002195,MEM001680,MT001,2022-10-16,2022-11-15,Expired,False
MS0002196,MEM001681,MT002,2024-10-11,2024-11-10,Expired,False
MS0002197,MEM001682,MT002,2025-02-11,2025-03-13,Expired,False
MS0002198,MEM001683,MT004,2025-05-30,2025-06-29,Expired,False
MS0002199,MEM001684,MT001,2022-09-07,2022-10-07,Cancelled,False
MS0002200,MEM001685,MT001,2020-12-29,2021-01-28,Expired,False
MS0002201,MEM001686,MT001,2022-09-03,2022-10-03,Cancelled,False
MS0002202,MEM001686,MT002,2022-12-17,2023-01-16,Expired,False
MS0002203,MEM001687,MT003,2022-03-19,2022-04-18,Expired,False
MS0002204,MEM001688,MT007,2021-08-12,2022-08-07,Expired,False
MS0002205,MEM001689,MT002,2021-10-15,2021-11-14,Expired,False
MS0002206,MEM001690,MT003,2021-07-02,2021-08-01,Expired,False
MS0002207,MEM001690,MT007,2021-10-25,2022-10-20,Expired,False
MS0002208,MEM001691,MT007,2020-12-03,2021-11-28,Expired,False
MS0002209,MEM001692,MT002,2022-02-11,2022-03-13,Expired,False
MS0002210,MEM001693,MT007,2024-02-05,2025-01-30,Expired,False
MS0002211,MEM001694,MT001,2023-08-03,2023-09-02,Expired,False
MS0002212,MEM001695,MT007,2023-07-21,2024-07-15,Expired,False
MS0002213,MEM001696,MT007,2022-04-24,2023-04-19,Cancelled,False
MS0002214,MEM001696,MT002,2023-06-18,2023-07-18,Expired,False
MS0002215,MEM001697,MT005,2022-01-07,2022-02-06,Expired,False
MS0002216,MEM001698,MT001,2023-05-28,2023-06-27,Cancelled,False
MS0002217,MEM001698,MT002,2023-08-07,2023-09-06,Expired,False
MS0002218,MEM001699,MT001,2020-09-26,2020-10-26,Expired,False
MS0002219,MEM001700,MT001,2021-08-15,2021-09-14,Expired,False
MS0002220,MEM001701,MT005,2023-12-07,2024-01-06,Expired,False
MS0002221,MEM001701,MT005,2024-03-22,2024-04-21,Expired,False
MS0002222,MEM001702,MT002,2022-11-20,2022-12-20,Expired,False
MS0002223,MEM001702,MT002,2023-02-12,2023-03-14,Expired,False
MS0002224,MEM001703,MT002,2025-01-09,2025-02-08,Expired,False
MS0002225,MEM001704,MT005,2023-07-17,2023-08-16,Expired,False
MS0002226,MEM001705,MT007,2023-07-24,2024-07-18,Expired,False
MS0002227,MEM001706,MT007,2024-03-09,2025-03-04,Expired,False
MS0002228,MEM001707,MT001,2022-09-05,2022-10-05,Expired,False
MS0002229,MEM001708,MT002,2022-10-05,2022-11-04,Expired,False
MS0002230,MEM001709,MT002,2021-05-25,2021-06-24,Cancelled,False
MS0002231,MEM001709,MT002,2021-09-02,2021-10-02,Expired,False
MS0002232,MEM001710,MT006,2020-12-01,2020-12-31,Expired,False
MS0002233,MEM001711,MT001,2025-04-15,2025-05-15,Expired,False
MS0002234,MEM001712,MT002,2023-06-15,2023-07-15,Expired,False
MS0002235,MEM001713,MT001,2024-05-11,2024-06-10,Expired,False
MS0002236,MEM001713,MT001,2024-08-08,2024-09-07,Expired,False
MS0002237,MEM001714,MT007,2023-03-06,2024-02-29,Expired,False
MS0002238,MEM001715,MT002,2022-10-22,2022-11-21,Expired,False
MS0002239,MEM001715,MT002,2022-12-01,2022-12-31,Expired,False
MS0002240,MEM001716,MT003,2022-12-10,2023-01-09,Expired,False
MS0002241,MEM001717,MT005,2025-09-14,2025-10-14,Active,False
MS0002242,MEM001718,MT003,2025-02-24,2025-03-26,Expired,False
MS0002243,MEM001719,MT002,2024-04-27,2024-05-27,Expired,False
MS0002244,MEM001720,MT002,2022-06-18,2022-07-18,Expired,False
MS0002245,MEM001721,MT005,2021-10-31,2021-11-30,Expired,False
MS0002246,MEM001721,MT002,2022-01-24,2022-02-23,Expired,False
MS0002247,MEM001722,MT001,2021-07-13,2021-08-12,Cancelled,False
MS0002248,MEM001722,MT007,2021-09-27,2022-09-22,Expired,False
MS0002249,MEM001723,MT007,2024-08-24,2025-08-19,Expired,False
MS0002250,MEM001724,MT002,2020-10-26,2020-11-25,Cancelled,False
MS0002251,MEM001724,MT001,2021-01-25,2021-02-24,Expired,False
MS0002252,MEM001725,MT005,2024-05-14,2024-06-13,Expired,False
MS0002253,MEM001726,MT002,2023-02-06,2023-03-08,Expired,False
MS0002254,MEM001726,MT001,2023-05-07,2023-06-06,Expired,False
MS0002255,MEM001727,MT006,2020-12-29,2021-01-28,Cancelled,False
MS0002256,MEM001727,MT002,2021-03-14,2021-04-13,Cancelled,False
MS0002257,MEM001727,MT006,2021-04-29,2021-05-29,Cancelled,False
MS0002258,MEM001728,MT002,2022-05-12,2022-06-11,Expired,False
MS0002259,MEM001729,MT002,2025-07-07,2025-08-06,Expired,False
MS0002260,MEM001730,MT007,2021-11-11,2022-11-06,Expired,False
MS0002261,MEM001731,MT001,2025-09-23,2025-10-23,Active,False
MS0002262,MEM001732,MT002,2021-08-01,2021-08-31,Expired,False
MS0002263,MEM001733,MT001,2021-04-11,2021-05-11,Expired,False
MS0002264,MEM001734,MT007,2022-04-04,2023-03-30,Expired,False
MS0002265,MEM001734,MT006,2023-05-29,2023-06-28,Cancelled,False
MS0002266,MEM001735,MT004,2024-08-27,2024-09-26,Expired,False
MS0002267,MEM001736,MT001,2023-10-22,2023-11-21,Expired,False
MS0002268,MEM001736,MT007,2023-12-18,2024-12-12,Expired,False
MS0002269,MEM001737,MT002,2021-09-29,2021-10-29,Expired,False
MS0002270,MEM001738,MT005,2024-12-23,2025-01-22,Cancelled,False
MS0002271,MEM001738,MT001,2025-04-10,2025-05-10,Expired,False
MS0002272,MEM001739,MT007,2025-04-08,2026-04-03,Active,True
MS0002273,MEM001740,MT001,2023-05-17,2023-06-16,Expired,False
MS0002274,MEM001741,MT002,2024-12-06,2025-01-05,Expired,False
MS0002275,MEM001741,MT001,2025-02-04,2025-03-06,Expired,False
MS0002276,MEM001742,MT006,2023-10-11,2023-11-10,Expired,False
MS0002277,MEM001742,MT007,2024-01-01,2024-12-26,Expired,False
MS0002278,MEM001743,MT001,2021-06-14,2021-07-14,Expired,False
MS0002279,MEM001744,MT001,2023-12-28,2024-01-27,Expired,False
MS0002280,MEM001745,MT005,2023-06-22,2023-07-22,Expired,False
MS0002281,MEM001746,MT002,2023-02-07,2023-03-09,Expired,False
MS0002282,MEM001747,MT001,2024-01-29,2024-02-28,Expired,False
MS0002283,MEM001748,MT007,2021-11-29,2022-11-24,Expired,False
MS0002284,MEM001749,MT005,2024-07-26,2024-08-25,Expired,False
MS0002285,MEM001750,MT007,2021-07-08,2022-07-03,Expired,False
MS0002286,MEM001751,MT006,2025-07-21,2025-08-20,Expired,False
MS0002287,MEM001752,MT002,2024-06-24,2024-07-24,Expired,False
MS0002288,MEM001753,MT001,2025-05-28,2025-06-27,Cancelled,False
MS0002289,MEM001753,MT005,2025-07-08,2025-08-07,Expired,False
MS0002290,MEM001754,MT007,2023-08-17,2024-08-11,Expired,False
MS0002291,MEM001755,MT005,2021-04-29,2021-05-29,Expired,False
MS0002292,MEM001756,MT005,2025-01-28,2025-02-27,Expired,False
MS0002293,MEM001757,MT001,2025-02-18,2025-03-20,Expired,False
MS0002294,MEM001758,MT007,2022-02-14,2023-02-09,Expired,False
MS0002295,MEM001759,MT002,2023-08-25,2023-09-24,Expired,False
MS0002296,MEM001760,MT002,2024-02-17,2024-03-18,Cancelled,False
MS0002297,MEM001760,MT003,2024-06-13,2024-07-13,Expired,False
MS0002298,MEM001761,MT006,2022-08-12,2022-09-11,Expired,False
MS0002299,MEM001762,MT002,2024-09-19,2024-10-19,Expired,False
MS0002300,MEM001763,MT007,2022-11-05,2023-10-31,Expired,False
MS0002301,MEM001763,MT006,2023-12-28,2024-01-27,Expired,False
MS0002302,MEM001764,MT003,2022-04-12,2022-05-12,Expired,False
MS0002303,MEM001765,MT003,2023-02-17,2023-03-19,Expired,False
MS0002304,MEM001766,MT007,2024-05-12,2025-05-07,Expired,False
MS0002305,MEM001767,MT006,2024-12-29,2025-01-28,Expired,False
MS0002306,MEM001768,MT006,2023-10-29,2023-11-28,Expired,False
MS0002307,MEM001769,MT005,2020-12-12,2021-01-11,Expired,False
MS0002308,MEM001769,MT001,2021-04-01,2021-05-01,Expired,False
