enrollmentid,memberid,instanceid,enrollmentdate,enrollmentstatus,paymentamount,checkintime,checkouttime
EN00001333,MEM001805,CI0000128,2025-10-07 00:00:00.653386,Attended,0.0,2025-10-07 00:00:00.188332,2025-10-07 01:21:00.188332
EN00001334,MEM000156,CI0000128,2025-10-03 13:02:20.402894,Attended,0.0,2025-10-07 00:00:00.640192,2025-10-07 00:48:00.640192
EN00001335,MEM000532,CI0000128,2025-10-06 11:57:30.950930,Attended,0.0,2025-10-07 00:00:00.445621,2025-10-07 01:33:00.445621
EN00001336,MEM000971,CI0000128,2025-10-05 00:50:41.183041,Attended,0.0,2025-10-07 00:00:00.318471,2025-10-07 01:12:00.318471
EN00001337,MEM001090,CI0000129,2025-10-05 11:02:17.662760,Attended,0.0,2025-10-07 00:00:00.617661,2025-10-07 00:46:00.617661
EN00001338,MEM001430,CI0000129,2025-10-04 18:27:36.799446,Attended,0.0,2025-10-07 00:00:00.782546,2025-10-07 01:16:00.782546
EN00001339,MEM001075,CI0000129,2025-10-04 22:15:00.516624,Attended,0.0,2025-10-07 00:00:00.465320,2025-10-07 01:17:00.465320
EN00001340,MEM001197,CI0000129,2025-10-01 17:06:09.047090,Attended,0.0,2025-10-07 00:00:00.807188,2025-10-07 01:49:00.807188
EN00001341,MEM001799,CI0000129,2025-10-02 03:56:24.946105,Attended,0.0,2025-10-07 00:00:00.339769,2025-10-07 01:50:00.339769
EN00001342,MEM001420,CI0000129,2025-10-01 11:30:15.512415,Attended,0.0,2025-10-07 00:00:00.420398,2025-10-07 01:37:00.420398
EN00001343,MEM001114,CI0000129,2025-10-03 12:09:19.588619,No Show,0.0,,
EN00001344,MEM000182,CI0000130,2025-10-06 21:40:38.893074,Attended,0.0,2025-10-07 00:00:00.368578,2025-10-07 01:46:00.368578
EN00001345,MEM001844,CI0000130,2025-10-03 05:20:49.963435,Attended,0.0,2025-10-07 00:00:00.455027,2025-10-07 01:53:00.455027
EN00001346,MEM000746,CI0000130,2025-10-05 14:10:29.317517,Attended,0.0,2025-10-07 00:00:00.833252,2025-10-07 01:59:00.833252
EN00001347,MEM000700,CI0000130,2025-10-07 00:00:00.530169,Attended,0.0,2025-10-07 00:00:00.717708,2025-10-07 01:25:00.717708
EN00001348,MEM001769,CI0000130,2025-10-07 00:00:00.972903,Attended,0.0,2025-10-07 00:00:00.655878,2025-10-07 01:31:00.655878
EN00001349,MEM000725,CI0000130,2025-10-05 15:16:06.705492,Attended,0.0,2025-10-07 00:00:00.124753,2025-10-07 00:55:00.124753
EN00001350,MEM000327,CI0000130,2025-10-04 20:41:38.747886,No Show,0.0,,
EN00001351,MEM000915,CI0000131,2025-10-04 10:05:09.584394,Attended,0.0,2025-10-07 00:00:00.405648,2025-10-07 01:34:00.405648
EN00001352,MEM001333,CI0000131,2025-10-06 10:29:12.822641,Attended,0.0,2025-10-07 00:00:00.506833,2025-10-07 01:19:00.506833
EN00001353,MEM000856,CI0000131,2025-10-03 11:10:47.887779,Attended,0.0,2025-10-07 00:00:00.088342,2025-10-07 01:59:00.088342
EN00001354,MEM000275,CI0000131,2025-10-06 03:53:18.721101,Attended,0.0,2025-10-07 00:00:00.217227,2025-10-07 01:10:00.217227
EN00001355,MEM001610,CI0000131,2025-10-01 03:22:00.236356,Attended,0.0,2025-10-07 00:00:00.948941,2025-10-07 01:51:00.948941
EN00001356,MEM001024,CI0000131,2025-10-05 13:43:21.532768,Attended,0.0,2025-10-07 00:00:00.423589,2025-10-07 01:17:00.423589
EN00001357,MEM001153,CI0000131,2025-10-04 20:19:13.081901,No Show,0.0,,
EN00001358,MEM000940,CI0000132,2025-10-01 21:33:34.116151,Attended,0.0,2025-10-07 00:00:00.311316,2025-10-07 01:58:00.311316
EN00001359,MEM000232,CI0000132,2025-10-04 09:47:24.506542,Attended,0.0,2025-10-07 00:00:00.511186,2025-10-07 00:48:00.511186
EN00001360,MEM001938,CI0000132,2025-10-03 06:23:07.435247,Attended,0.0,2025-10-07 00:00:00.804065,2025-10-07 00:56:00.804065
EN00001361,MEM000354,CI0000132,2025-10-04 21:53:00.585803,Attended,0.0,2025-10-07 00:00:00.890245,2025-10-07 01:54:00.890245
EN00001362,MEM001383,CI0000133,2025-10-06 04:38:16.221969,Attended,0.0,2025-10-07 00:00:00.349151,2025-10-07 01:10:00.349151
EN00001363,MEM000914,CI0000133,2025-10-05 12:04:13.771510,Attended,0.0,2025-10-07 00:00:00.560438,2025-10-07 01:13:00.560438
EN00001364,MEM001204,CI0000133,2025-10-05 07:01:22.718122,Attended,0.0,2025-10-07 00:00:00.827737,2025-10-07 01:38:00.827737
EN00001365,MEM001562,CI0000133,2025-10-06 20:40:54.970799,Attended,0.0,2025-10-07 00:00:00.079929,2025-10-07 01:03:00.079929
EN00001366,MEM001176,CI0000133,2025-10-07 00:00:00.252789,Attended,0.0,2025-10-07 00:00:00.549922,2025-10-07 01:53:00.549922
EN00001367,MEM001415,CI0000133,2025-10-04 09:26:10.804861,Attended,0.0,2025-10-07 00:00:00.263462,2025-10-07 00:55:00.263462
EN00001368,MEM000510,CI0000133,2025-10-01 02:50:22.969939,Attended,0.0,2025-10-07 00:00:00.118777,2025-10-07 00:46:00.118777
EN00001369,MEM001304,CI0000133,2025-10-05 12:13:26.259450,Attended,0.0,2025-10-07 00:00:00.321972,2025-10-07 00:46:00.321972
EN00001370,MEM000185,CI0000133,2025-10-06 18:34:10.876357,Attended,0.0,2025-10-07 00:00:00.313535,2025-10-07 01:11:00.313535
EN00001371,MEM001932,CI0000133,2025-10-05 07:22:13.068637,Attended,0.0,2025-10-07 00:00:00.595376,2025-10-07 00:49:00.595376
EN00001372,MEM000519,CI0000133,2025-10-01 17:34:29.201181,Attended,0.0,2025-10-07 00:00:00.286410,2025-10-07 01:43:00.286410
EN00001373,MEM000958,CI0000133,2025-10-06 09:38:42.485146,No Show,0.0,,
EN00001374,MEM001434,CI0000133,2025-10-01 04:08:54.049235,No Show,0.0,,
EN00001375,MEM000093,CI0000134,2025-10-04 19:55:11.127489,Attended,0.0,2025-10-07 00:00:00.246439,2025-10-07 01:35:00.246439
EN00001376,MEM000759,CI0000134,2025-10-01 08:59:44.484415,Attended,0.0,2025-10-07 00:00:00.982070,2025-10-07 00:57:00.982070
EN00001377,MEM001116,CI0000134,2025-10-06 13:41:43.440378,Attended,0.0,2025-10-07 00:00:00.506746,2025-10-07 00:46:00.506746
EN00001378,MEM001560,CI0000134,2025-10-06 07:58:18.479533,Attended,0.0,2025-10-07 00:00:00.558986,2025-10-07 01:05:00.558986
EN00001379,MEM001394,CI0000134,2025-10-05 01:50:18.862233,Attended,0.0,2025-10-07 00:00:00.084282,2025-10-07 01:11:00.084282
EN00001380,MEM000046,CI0000134,2025-10-05 02:34:20.285888,Attended,0.0,2025-10-07 00:00:00.036750,2025-10-07 01:37:00.036750
EN00001381,MEM001521,CI0000134,2025-10-03 05:14:22.481017,Attended,0.0,2025-10-07 00:00:00.779895,2025-10-07 01:18:00.779895
EN00001382,MEM000955,CI0000134,2025-10-05 18:17:57.305314,Attended,0.0,2025-10-07 00:00:00.453719,2025-10-07 01:56:00.453719
EN00001383,MEM001554,CI0000134,2025-10-03 20:29:10.452734,Attended,0.0,2025-10-07 00:00:00.238263,2025-10-07 00:53:00.238263
EN00001384,MEM000837,CI0000134,2025-10-03 03:00:49.494082,Attended,0.0,2025-10-07 00:00:00.800425,2025-10-07 01:46:00.800425
EN00001385,MEM001347,CI0000134,2025-10-05 10:36:34.952167,Attended,0.0,2025-10-07 00:00:00.430776,2025-10-07 01:57:00.430776
EN00001386,MEM000185,CI0000134,2025-10-06 23:11:26.128184,Attended,0.0,2025-10-07 00:00:00.610722,2025-10-07 01:42:00.610722
EN00001387,MEM000685,CI0000134,2025-10-03 06:01:13.036764,No Show,0.0,,
EN00001388,MEM000698,CI0000134,2025-10-07 00:00:00.633756,No Show,0.0,,
EN00001389,MEM001556,CI0000135,2025-10-05 06:35:49.761909,Attended,0.0,2025-10-07 00:00:00.472868,2025-10-07 01:06:00.472868
EN00001390,MEM001648,CI0000135,2025-10-04 01:57:26.833977,Attended,0.0,2025-10-07 00:00:00.494314,2025-10-07 01:42:00.494314
EN00001391,MEM001703,CI0000135,2025-10-01 12:32:41.743212,Attended,0.0,2025-10-07 00:00:00.159406,2025-10-07 01:51:00.159406
EN00001392,MEM001751,CI0000135,2025-10-06 21:04:15.016586,Attended,0.0,2025-10-07 00:00:00.540936,2025-10-07 01:11:00.540936
EN00001393,MEM000758,CI0000135,2025-10-04 21:14:58.610713,Attended,0.0,2025-10-07 00:00:00.039568,2025-10-07 00:55:00.039568
EN00001394,MEM001287,CI0000135,2025-10-06 04:44:26.979648,Attended,0.0,2025-10-07 00:00:00.955662,2025-10-07 01:27:00.955662
EN00001395,MEM000207,CI0000137,2025-10-04 20:19:09.528835,Attended,0.0,2025-10-07 00:00:00.644865,2025-10-07 01:54:00.644865
EN00001396,MEM000828,CI0000137,2025-10-02 14:33:54.355415,Attended,0.0,2025-10-07 00:00:00.939327,2025-10-07 01:55:00.939327
EN00001397,MEM001524,CI0000137,2025-10-01 02:03:27.868265,Attended,0.0,2025-10-07 00:00:00.070919,2025-10-07 01:31:00.070919
EN00001398,MEM000841,CI0000137,2025-10-06 17:45:43.554568,Attended,0.0,2025-10-07 00:00:00.712122,2025-10-07 01:17:00.712122
EN00001399,MEM000595,CI0000137,2025-10-03 16:36:05.534817,Attended,0.0,2025-10-07 00:00:00.406741,2025-10-07 01:08:00.406741
EN00001400,MEM001312,CI0000137,2025-10-07 00:00:00.352252,Attended,0.0,2025-10-07 00:00:00.897308,2025-10-07 01:55:00.897308
EN00001401,MEM001444,CI0000137,2025-10-02 09:37:50.044093,Attended,0.0,2025-10-07 00:00:00.414145,2025-10-07 00:58:00.414145
EN00001402,MEM001819,CI0000137,2025-10-04 21:41:44.790834,Attended,0.0,2025-10-07 00:00:00.885192,2025-10-07 01:37:00.885192
EN00001403,MEM001516,CI0000137,2025-10-04 09:48:03.368968,Attended,0.0,2025-10-07 00:00:00.455536,2025-10-07 00:54:00.455536
EN00001404,MEM000757,CI0000137,2025-10-06 12:46:30.664208,Attended,0.0,2025-10-07 00:00:00.035465,2025-10-07 01:33:00.035465
EN00001405,MEM001425,CI0000137,2025-10-03 00:36:04.656247,Attended,0.0,2025-10-07 00:00:00.775274,2025-10-07 00:52:00.775274
EN00001406,MEM001996,CI0000137,2025-09-30 01:09:58.193770,No Show,0.0,,
EN00001407,MEM000095,CI0000138,2025-10-03 19:12:08.695907,Attended,0.0,2025-10-07 00:00:00.033805,2025-10-07 01:46:00.033805
EN00001408,MEM000906,CI0000138,2025-10-05 17:59:55.945382,Attended,0.0,2025-10-07 00:00:00.818516,2025-10-07 00:53:00.818516
EN00001409,MEM001568,CI0000138,2025-10-05 08:50:15.642100,Attended,0.0,2025-10-07 00:00:00.518079,2025-10-07 01:09:00.518079
EN00001410,MEM001300,CI0000138,2025-10-01 19:08:45.438379,Attended,0.0,2025-10-07 00:00:00.379591,2025-10-07 01:26:00.379591
EN00001411,MEM000515,CI0000138,2025-10-04 03:49:37.549016,Attended,0.0,2025-10-07 00:00:00.012852,2025-10-07 01:32:00.012852
EN00001412,MEM001913,CI0000138,2025-10-01 16:26:17.218417,Attended,0.0,2025-10-07 00:00:00.527772,2025-10-07 01:01:00.527772
EN00001413,MEM000570,CI0000138,2025-10-04 21:12:02.885690,Attended,0.0,2025-10-07 00:00:00.374634,2025-10-07 00:49:00.374634
EN00001414,MEM000398,CI0000138,2025-10-04 06:13:40.488647,Attended,0.0,2025-10-07 00:00:00.395251,2025-10-07 01:32:00.395251
EN00001415,MEM001600,CI0000139,2025-10-05 07:51:29.145091,Attended,0.0,2025-10-08 00:00:00.317158,2025-10-08 01:00:00.317158
EN00001416,MEM001905,CI0000139,2025-10-01 23:10:08.040252,Attended,0.0,2025-10-08 00:00:00.811028,2025-10-08 01:30:00.811028
EN00001417,MEM001387,CI0000139,2025-10-05 15:31:49.368934,Attended,0.0,2025-10-08 00:00:00.351028,2025-10-08 01:14:00.351028
EN00001418,MEM001306,CI0000139,2025-10-07 17:32:24.859576,Attended,0.0,2025-10-08 00:00:00.512110,2025-10-08 01:15:00.512110
EN00001419,MEM000868,CI0000139,2025-10-04 21:09:13.234236,Attended,0.0,2025-10-08 00:00:00.148683,2025-10-08 01:44:00.148683
EN00001420,MEM001720,CI0000139,2025-10-05 03:17:11.348119,Attended,0.0,2025-10-08 00:00:00.579247,2025-10-08 01:09:00.579247
EN00001421,MEM000779,CI0000139,2025-10-03 15:31:19.560794,Attended,0.0,2025-10-08 00:00:00.504689,2025-10-08 01:39:00.504689
EN00001422,MEM001003,CI0000139,2025-10-06 18:56:37.741832,Attended,0.0,2025-10-08 00:00:00.628814,2025-10-08 01:12:00.628814
EN00001423,MEM000596,CI0000139,2025-10-03 04:09:41.111956,Attended,0.0,2025-10-08 00:00:00.734753,2025-10-08 01:08:00.734753
EN00001424,MEM000102,CI0000139,2025-10-01 12:27:57.676230,Attended,0.0,2025-10-08 00:00:00.138333,2025-10-08 01:37:00.138333
EN00001425,MEM000933,CI0000139,2025-10-04 18:46:27.581798,Attended,0.0,2025-10-08 00:00:00.572189,2025-10-08 01:56:00.572189
EN00001426,MEM000916,CI0000139,2025-10-06 09:37:08.309021,Attended,0.0,2025-10-08 00:00:00.062103,2025-10-08 01:52:00.062103
EN00001427,MEM000886,CI0000139,2025-10-06 10:13:32.103150,Attended,0.0,2025-10-08 00:00:00.921223,2025-10-08 01:22:00.921223
EN00001428,MEM000270,CI0000139,2025-10-05 23:31:04.126559,Attended,0.0,2025-10-08 00:00:00.266786,2025-10-08 01:10:00.266786
EN00001429,MEM001815,CI0000140,2025-10-02 03:47:54.885175,Attended,0.0,2025-10-08 00:00:00.708097,2025-10-08 01:46:00.708097
EN00001430,MEM001016,CI0000140,2025-10-02 01:17:20.115499,Attended,0.0,2025-10-08 00:00:00.583094,2025-10-08 01:19:00.583094
EN00001431,MEM000082,CI0000140,2025-10-03 10:46:18.237421,Attended,0.0,2025-10-08 00:00:00.502218,2025-10-08 01:38:00.502218
EN00001432,MEM001486,CI0000140,2025-10-05 18:33:56.864807,Attended,0.0,2025-10-08 00:00:00.541631,2025-10-08 02:00:00.541631
EN00001433,MEM001917,CI0000140,2025-10-06 06:52:14.440203,Attended,0.0,2025-10-08 00:00:00.244472,2025-10-08 01:56:00.244472
EN00001434,MEM001189,CI0000140,2025-10-02 10:29:33.095865,Attended,0.0,2025-10-08 00:00:00.379027,2025-10-08 01:20:00.379027
EN00001435,MEM001857,CI0000140,2025-10-03 08:48:29.789660,Attended,0.0,2025-10-08 00:00:00.056389,2025-10-08 01:34:00.056389
EN00001436,MEM001297,CI0000140,2025-10-05 18:47:09.888877,Attended,0.0,2025-10-08 00:00:00.632192,2025-10-08 01:23:00.632192
EN00001437,MEM000657,CI0000140,2025-10-07 17:19:56.161786,Attended,0.0,2025-10-08 00:00:00.044034,2025-10-08 01:13:00.044034
EN00001438,MEM001114,CI0000140,2025-10-07 04:39:57.480855,Attended,0.0,2025-10-08 00:00:00.928428,2025-10-08 01:43:00.928428
EN00001439,MEM001607,CI0000140,2025-10-03 07:01:28.654524,Attended,0.0,2025-10-08 00:00:00.691822,2025-10-08 01:54:00.691822
EN00001440,MEM001843,CI0000140,2025-10-05 04:11:16.100209,Attended,0.0,2025-10-08 00:00:00.533670,2025-10-08 00:49:00.533670
EN00001441,MEM000755,CI0000140,2025-10-05 11:37:59.322437,Attended,0.0,2025-10-08 00:00:00.680721,2025-10-08 01:54:00.680721
EN00001442,MEM000546,CI0000140,2025-10-03 10:29:30.687289,Attended,0.0,2025-10-08 00:00:00.311076,2025-10-08 01:25:00.311076
EN00001443,MEM001247,CI0000141,2025-10-04 00:59:13.393131,Attended,0.0,2025-10-08 00:00:00.036171,2025-10-08 01:22:00.036171
EN00001444,MEM000326,CI0000141,2025-10-02 20:32:21.535286,Attended,0.0,2025-10-08 00:00:00.740794,2025-10-08 01:30:00.740794
EN00001445,MEM000172,CI0000141,2025-10-02 20:42:47.827662,Attended,0.0,2025-10-08 00:00:00.386172,2025-10-08 01:22:00.386172
EN00001446,MEM001715,CI0000141,2025-09-30 21:28:30.666049,Attended,0.0,2025-10-08 00:00:00.661850,2025-10-08 01:08:00.661850
EN00001447,MEM000330,CI0000141,2025-10-05 20:59:06.176211,Attended,0.0,2025-10-08 00:00:00.271455,2025-10-08 01:01:00.271455
EN00001448,MEM000158,CI0000141,2025-10-06 11:55:19.564385,Attended,0.0,2025-10-08 00:00:00.659714,2025-10-08 00:48:00.659714
EN00001449,MEM001501,CI0000141,2025-10-07 23:45:17.256556,Attended,0.0,2025-10-08 00:00:00.541241,2025-10-08 01:08:00.541241
EN00001450,MEM000346,CI0000141,2025-10-05 06:46:23.626620,Attended,0.0,2025-10-08 00:00:00.931100,2025-10-08 01:15:00.931100
EN00001451,MEM000538,CI0000141,2025-10-07 08:10:52.067648,Attended,0.0,2025-10-08 00:00:00.539397,2025-10-08 01:45:00.539397
EN00001452,MEM000224,CI0000141,2025-10-05 08:39:57.943551,Attended,0.0,2025-10-08 00:00:00.763784,2025-10-08 01:16:00.763784
EN00001453,MEM000653,CI0000141,2025-10-04 10:53:29.511694,Attended,0.0,2025-10-08 00:00:00.445037,2025-10-08 01:40:00.445037
EN00001454,MEM000192,CI0000141,2025-10-06 17:56:53.207633,No Show,0.0,,
EN00001455,MEM001290,CI0000141,2025-10-06 10:20:57.858484,No Show,0.0,,
EN00001456,MEM001149,CI0000142,2025-10-05 18:06:40.739656,Attended,0.0,2025-10-08 00:00:00.696118,2025-10-08 01:59:00.696118
EN00001457,MEM001785,CI0000142,2025-10-08 00:00:00.885283,Attended,0.0,2025-10-08 00:00:00.759723,2025-10-08 01:47:00.759723
EN00001458,MEM001856,CI0000142,2025-10-06 00:03:26.324074,Attended,0.0,2025-10-08 00:00:00.754900,2025-10-08 01:43:00.754900
EN00001459,MEM000032,CI0000142,2025-10-04 23:32:13.001627,Attended,0.0,2025-10-08 00:00:00.693297,2025-10-08 01:06:00.693297
EN00001460,MEM001603,CI0000142,2025-10-02 03:31:43.346846,Attended,0.0,2025-10-08 00:00:00.156018,2025-10-08 01:14:00.156018
EN00001461,MEM000440,CI0000142,2025-10-07 16:01:58.618717,Attended,0.0,2025-10-08 00:00:00.847016,2025-10-08 01:57:00.847016
EN00001462,MEM000061,CI0000142,2025-10-02 17:11:59.950549,Attended,0.0,2025-10-08 00:00:00.700901,2025-10-08 00:56:00.700901
EN00001463,MEM000866,CI0000142,2025-10-07 06:33:57.912270,Attended,0.0,2025-10-08 00:00:00.275502,2025-10-08 01:04:00.275502
EN00001464,MEM001482,CI0000142,2025-10-03 20:22:30.099344,Attended,0.0,2025-10-08 00:00:00.826693,2025-10-08 01:49:00.826693
EN00001465,MEM000618,CI0000142,2025-10-07 14:15:31.971742,Attended,0.0,2025-10-08 00:00:00.409377,2025-10-08 00:56:00.409377
EN00001466,MEM000222,CI0000142,2025-10-03 03:42:33.035246,Attended,0.0,2025-10-08 00:00:00.484328,2025-10-08 01:08:00.484328
EN00001467,MEM001177,CI0000143,2025-10-05 20:21:35.036605,Attended,0.0,2025-10-08 00:00:00.255150,2025-10-08 01:19:00.255150
EN00001468,MEM001677,CI0000143,2025-10-02 23:17:50.290880,Attended,0.0,2025-10-08 00:00:00.830145,2025-10-08 00:45:00.830145
EN00001469,MEM000366,CI0000143,2025-10-08 00:00:00.218314,Attended,0.0,2025-10-08 00:00:00.039894,2025-10-08 00:45:00.039894
EN00001470,MEM001752,CI0000143,2025-10-05 14:20:28.820985,Attended,0.0,2025-10-08 00:00:00.905593,2025-10-08 00:56:00.905593
EN00001471,MEM000687,CI0000143,2025-10-03 17:18:46.985478,Attended,0.0,2025-10-08 00:00:00.189937,2025-10-08 01:20:00.189937
EN00001472,MEM000697,CI0000143,2025-10-02 20:33:04.285673,Attended,0.0,2025-10-08 00:00:00.883813,2025-10-08 01:49:00.883813
EN00001473,MEM000571,CI0000143,2025-10-01 14:07:06.921572,Attended,0.0,2025-10-08 00:00:00.014842,2025-10-08 01:52:00.014842
EN00001474,MEM001642,CI0000143,2025-10-08 00:00:00.109837,Attended,0.0,2025-10-08 00:00:00.360034,2025-10-08 01:10:00.360034
EN00001475,MEM001858,CI0000145,2025-10-03 19:52:55.141305,Attended,0.0,2025-10-08 00:00:00.871609,2025-10-08 01:45:00.871609
EN00001476,MEM001905,CI0000145,2025-10-06 03:56:03.481806,Attended,0.0,2025-10-08 00:00:00.406022,2025-10-08 01:45:00.406022
EN00001477,MEM000593,CI0000145,2025-10-06 12:56:08.299011,Attended,0.0,2025-10-08 00:00:00.815775,2025-10-08 01:05:00.815775
EN00001478,MEM001151,CI0000145,2025-10-03 16:31:30.549707,Attended,0.0,2025-10-08 00:00:00.091771,2025-10-08 01:31:00.091771
EN00001479,MEM000769,CI0000147,2025-10-02 18:53:58.864615,Attended,0.0,2025-10-08 00:00:00.856406,2025-10-08 01:50:00.856406
EN00001480,MEM001977,CI0000147,2025-10-04 11:30:35.505128,Attended,0.0,2025-10-08 00:00:00.747256,2025-10-08 01:15:00.747256
EN00001481,MEM000347,CI0000147,2025-10-04 06:53:36.932693,Attended,0.0,2025-10-08 00:00:00.228822,2025-10-08 01:06:00.228822
EN00001482,MEM000333,CI0000147,2025-10-05 09:56:12.375505,Attended,0.0,2025-10-08 00:00:00.387910,2025-10-08 00:55:00.387910
EN00001483,MEM001349,CI0000147,2025-10-08 00:00:00.550753,Attended,0.0,2025-10-08 00:00:00.451827,2025-10-08 00:52:00.451827
EN00001484,MEM001367,CI0000147,2025-10-05 00:41:24.940791,Attended,0.0,2025-10-08 00:00:00.328749,2025-10-08 00:55:00.328749
EN00001485,MEM001124,CI0000147,2025-10-07 19:15:53.149106,Attended,0.0,2025-10-08 00:00:00.674711,2025-10-08 00:56:00.674711
EN00001486,MEM000292,CI0000147,2025-10-05 05:06:54.270986,Attended,0.0,2025-10-08 00:00:00.748840,2025-10-08 01:17:00.748840
EN00001487,MEM001253,CI0000147,2025-10-02 19:47:44.184090,Attended,0.0,2025-10-08 00:00:00.829736,2025-10-08 01:07:00.829736
EN00001488,MEM001835,CI0000147,2025-10-05 09:38:07.841012,Attended,0.0,2025-10-08 00:00:00.307814,2025-10-08 01:15:00.307814
EN00001489,MEM001183,CI0000147,2025-10-08 00:00:00.827438,Attended,0.0,2025-10-08 00:00:00.524485,2025-10-08 01:53:00.524485
EN00001490,MEM000728,CI0000147,2025-09-29 01:56:15.831739,Attended,0.0,2025-10-08 00:00:00.905530,2025-10-08 00:57:00.905530
EN00001491,MEM001922,CI0000147,2025-10-05 04:24:01.078287,No Show,0.0,,
EN00001492,MEM000195,CI0000147,2025-10-08 00:00:00.945378,No Show,0.0,,
EN00001493,MEM000187,CI0000148,2025-10-07 16:08:01.293164,Attended,0.0,2025-10-08 00:00:00.111375,2025-10-08 01:39:00.111375
EN00001494,MEM001340,CI0000148,2025-10-07 09:01:05.566068,Attended,0.0,2025-10-08 00:00:00.711980,2025-10-08 00:46:00.711980
EN00001495,MEM001568,CI0000148,2025-10-07 09:17:08.062749,Attended,0.0,2025-10-08 00:00:00.635595,2025-10-08 01:12:00.635595
EN00001496,MEM000831,CI0000148,2025-10-04 03:14:32.914770,Attended,0.0,2025-10-08 00:00:00.393626,2025-10-08 00:52:00.393626
EN00001497,MEM001362,CI0000148,2025-10-06 16:16:27.989090,Attended,0.0,2025-10-08 00:00:00.734351,2025-10-08 01:41:00.734351
EN00001498,MEM001301,CI0000148,2025-10-04 19:15:59.470876,Attended,0.0,2025-10-08 00:00:00.242683,2025-10-08 01:46:00.242683
EN00001499,MEM000370,CI0000148,2025-10-02 10:28:21.283242,Attended,0.0,2025-10-08 00:00:00.988557,2025-10-08 01:41:00.988557
EN00001500,MEM001059,CI0000148,2025-10-01 02:59:16.708275,Attended,0.0,2025-10-08 00:00:00.444961,2025-10-08 01:06:00.444961
EN00001501,MEM000885,CI0000148,2025-10-04 05:12:17.682854,No Show,0.0,,
EN00001502,MEM000681,CI0000149,2025-10-07 02:18:19.499826,Attended,0.0,2025-10-08 00:00:00.868770,2025-10-08 01:16:00.868770
EN00001503,MEM000457,CI0000149,2025-10-05 02:56:48.474484,Attended,0.0,2025-10-08 00:00:00.611026,2025-10-08 01:37:00.611026
EN00001504,MEM000180,CI0000149,2025-10-03 23:04:35.981298,Attended,0.0,2025-10-08 00:00:00.331832,2025-10-08 01:31:00.331832
EN00001505,MEM000839,CI0000149,2025-10-05 16:30:14.068025,Attended,0.0,2025-10-08 00:00:00.723789,2025-10-08 01:38:00.723789
EN00001506,MEM000288,CI0000149,2025-10-07 19:19:22.091034,Attended,0.0,2025-10-08 00:00:00.275196,2025-10-08 01:36:00.275196
EN00001507,MEM001285,CI0000149,2025-10-05 21:01:58.301630,Attended,0.0,2025-10-08 00:00:00.699311,2025-10-08 01:12:00.699311
EN00001508,MEM000095,CI0000149,2025-10-08 00:00:00.814641,Attended,0.0,2025-10-08 00:00:00.407506,2025-10-08 01:03:00.407506
EN00001509,MEM000404,CI0000149,2025-10-05 04:37:56.550580,Attended,0.0,2025-10-08 00:00:00.054299,2025-10-08 01:14:00.054299
EN00001510,MEM001728,CI0000149,2025-10-06 05:43:24.429092,Attended,0.0,2025-10-08 00:00:00.417942,2025-10-08 01:01:00.417942
EN00001511,MEM001501,CI0000149,2025-10-05 19:05:49.601263,Attended,0.0,2025-10-08 00:00:00.968642,2025-10-08 01:22:00.968642
